********************
Train and test 60-40% split with test_fold official
File number in train dataset: 539
********************
Extracting individual breathing cycles..
[Preprocessed train dataset information]
total number of audio data: 4142
Class 0 (normal) : 2063 (49.8%)
Class 1 (crackle): 1215 (29.3%)
Class 2 (wheeze) : 501  (12.1%)
Class 3 (both)   : 363  (8.8%)
********************
Train and test 60-40% split with test_fold official
File number in test dataset: 381
********************
Extracting individual breathing cycles..
[Preprocessed test dataset information]
total number of audio data: 2756
Class 0 (normal) : 1579 (57.3%)
Class 1 (crackle): 649  (23.5%)
Class 2 (wheeze) : 385  (14.0%)
Class 3 (both)   : 143  (5.2%)

 Loaded SSAST-Custom-230831.pth successfully.
now load a SSL pretrained models from Custom
pretraining patch split stride: frequency=16, time=16
pretraining patch shape: frequency=16, time=16
pretraining patch array dimension: frequency=8, time=64
pretraining number of patches=512
fine-tuning patch split stride: frequncey=10, time=10
fine-tuning number of patches=948
********************
Training for 50 epochs on icbhi dataset
Train: [1][10/517]	BT 0.232 (1.175)	DT 0.032 (0.170)	loss 1.277 (1.398)	Acc@1 12.500 (13.750)
Train: [1][250/517]	BT 0.232 (0.267)	DT 0.030 (0.033)	loss 1.507 (1.356)	Acc@1 62.500 (44.000)
Train: [1][260/517]	BT 0.234 (0.265)	DT 0.031 (0.033)	loss 1.185 (1.357)	Acc@1 62.500 (43.798)
Train: [1][270/517]	BT 0.233 (0.264)	DT 0.030 (0.032)	loss 1.130 (1.354)	Acc@1 62.500 (44.074)
Train: [1][280/517]	BT 0.227 (0.263)	DT 0.026 (0.032)	loss 1.707 (1.351)	Acc@1 25.000 (44.420)
Train: [1][290/517]	BT 0.230 (0.261)	DT 0.027 (0.032)	loss 1.053 (1.350)	Acc@1 50.000 (44.741)
Train: [1][300/517]	BT 0.230 (0.260)	DT 0.027 (0.032)	loss 1.429 (1.346)	Acc@1 50.000 (45.500)
Train: [1][310/517]	BT 0.232 (0.259)	DT 0.029 (0.032)	loss 1.012 (1.348)	Acc@1 75.000 (45.645)
Train: [1][320/517]	BT 0.228 (0.258)	DT 0.026 (0.032)	loss 0.992 (1.347)	Acc@1 75.000 (45.703)
Train: [1][330/517]	BT 0.228 (0.258)	DT 0.026 (0.031)	loss 1.148 (1.344)	Acc@1 50.000 (46.174)
Train: [1][340/517]	BT 0.229 (0.257)	DT 0.026 (0.031)	loss 1.272 (1.343)	Acc@1 37.500 (46.287)
Train: [1][350/517]	BT 0.228 (0.256)	DT 0.026 (0.031)	loss 1.348 (1.344)	Acc@1 37.500 (46.393)
Train: [1][360/517]	BT 0.229 (0.255)	DT 0.026 (0.031)	loss 1.314 (1.343)	Acc@1 62.500 (46.597)
Train: [1][370/517]	BT 0.230 (0.255)	DT 0.027 (0.031)	loss 1.190 (1.341)	Acc@1 50.000 (46.655)
Train: [1][380/517]	BT 0.229 (0.254)	DT 0.027 (0.031)	loss 1.432 (1.339)	Acc@1 25.000 (46.480)
Train: [1][390/517]	BT 0.229 (0.253)	DT 0.026 (0.031)	loss 1.008 (1.337)	Acc@1 62.500 (46.603)
Train: [1][400/517]	BT 0.228 (0.253)	DT 0.026 (0.031)	loss 1.181 (1.338)	Acc@1 62.500 (46.594)
Train: [1][410/517]	BT 0.230 (0.252)	DT 0.027 (0.031)	loss 1.251 (1.336)	Acc@1 50.000 (46.738)
Train: [1][420/517]	BT 0.237 (0.252)	DT 0.033 (0.030)	loss 1.078 (1.334)	Acc@1 50.000 (46.786)
Train: [1][430/517]	BT 0.228 (0.251)	DT 0.026 (0.030)	loss 1.119 (1.331)	Acc@1 50.000 (47.064)
Train: [1][440/517]	BT 0.230 (0.251)	DT 0.026 (0.030)	loss 0.924 (1.331)	Acc@1 87.500 (47.244)
Train: [1][450/517]	BT 0.228 (0.250)	DT 0.026 (0.030)	loss 0.774 (1.328)	Acc@1 100.000 (47.556)
Train: [1][460/517]	BT 0.230 (0.250)	DT 0.026 (0.030)	loss 1.643 (1.331)	Acc@1 12.500 (47.310)
Train: [1][470/517]	BT 0.230 (0.249)	DT 0.028 (0.030)	loss 1.296 (1.330)	Acc@1 37.500 (47.261)
Train: [1][480/517]	BT 0.229 (0.249)	DT 0.025 (0.030)	loss 1.332 (1.330)	Acc@1 37.500 (47.161)
Train: [1][490/517]	BT 0.229 (0.248)	DT 0.027 (0.030)	loss 1.533 (1.330)	Acc@1 50.000 (47.296)
Train: [1][500/517]	BT 0.227 (0.248)	DT 0.025 (0.030)	loss 1.333 (1.332)	Acc@1 37.500 (47.075)
Train: [1][510/517]	BT 0.227 (0.248)	DT 0.025 (0.030)	loss 1.025 (1.331)	Acc@1 75.000 (47.083)
Train epoch 1, total time 128.15, accuracy:47.05
 * S_p: 36.99, S_e: 36.96, Score: 36.97 (Best S_p: 36.99, S_e: 36.96, Score: 36.97)
 * Acc@1 36.97
Best ckpt is modified with Score = 36.97 when Epoch = 1
==> Saving...
Train: [2][10/517]	BT 0.232 (0.340)	DT 0.028 (0.134)	loss 1.245 (1.257)	Acc@1 62.500 (50.000)
Train: [2][20/517]	BT 0.229 (0.285)	DT 0.026 (0.080)	loss 0.891 (1.243)	Acc@1 75.000 (51.875)
Train: [2][30/517]	BT 0.229 (0.267)	DT 0.026 (0.062)	loss 0.880 (1.217)	Acc@1 50.000 (49.583)
Train: [2][40/517]	BT 0.230 (0.258)	DT 0.027 (0.054)	loss 1.394 (1.251)	Acc@1 50.000 (50.000)
Train: [2][50/517]	BT 0.229 (0.252)	DT 0.026 (0.048)	loss 1.177 (1.228)	Acc@1 62.500 (53.000)
Train: [2][60/517]	BT 0.230 (0.249)	DT 0.027 (0.045)	loss 1.203 (1.229)	Acc@1 25.000 (52.500)
Train: [2][70/517]	BT 0.230 (0.246)	DT 0.027 (0.042)	loss 1.590 (1.246)	Acc@1 50.000 (52.679)
Train: [2][80/517]	BT 0.232 (0.244)	DT 0.028 (0.041)	loss 1.259 (1.266)	Acc@1 75.000 (51.250)
Train: [2][90/517]	BT 0.233 (0.243)	DT 0.030 (0.039)	loss 1.193 (1.277)	Acc@1 50.000 (50.694)
Train: [2][100/517]	BT 0.230 (0.242)	DT 0.026 (0.038)	loss 1.242 (1.289)	Acc@1 62.500 (50.625)
Train: [2][110/517]	BT 0.230 (0.241)	DT 0.025 (0.037)	loss 1.176 (1.286)	Acc@1 37.500 (48.864)
Train: [2][120/517]	BT 0.231 (0.240)	DT 0.028 (0.036)	loss 1.533 (1.278)	Acc@1 37.500 (49.167)
Train: [2][130/517]	BT 0.231 (0.239)	DT 0.027 (0.035)	loss 1.226 (1.283)	Acc@1 50.000 (48.654)
Train: [2][140/517]	BT 0.232 (0.239)	DT 0.028 (0.035)	loss 1.449 (1.280)	Acc@1 37.500 (48.929)
Train: [2][150/517]	BT 0.229 (0.238)	DT 0.025 (0.034)	loss 1.097 (1.285)	Acc@1 62.500 (49.167)
Train: [2][160/517]	BT 0.230 (0.238)	DT 0.026 (0.034)	loss 1.546 (1.281)	Acc@1 37.500 (49.375)
Train: [2][170/517]	BT 0.229 (0.237)	DT 0.026 (0.033)	loss 1.233 (1.283)	Acc@1 50.000 (49.853)
Train: [2][180/517]	BT 0.229 (0.237)	DT 0.026 (0.033)	loss 1.085 (1.284)	Acc@1 75.000 (50.278)
Train: [2][190/517]	BT 0.228 (0.237)	DT 0.026 (0.033)	loss 1.129 (1.280)	Acc@1 62.500 (50.592)
Train: [2][200/517]	BT 0.231 (0.236)	DT 0.027 (0.032)	loss 1.218 (1.274)	Acc@1 37.500 (51.250)
Train: [2][210/517]	BT 0.231 (0.236)	DT 0.027 (0.032)	loss 1.625 (1.278)	Acc@1 37.500 (50.952)
Train: [2][220/517]	BT 0.237 (0.236)	DT 0.031 (0.032)	loss 1.023 (1.275)	Acc@1 62.500 (51.136)
Train: [2][230/517]	BT 0.232 (0.236)	DT 0.029 (0.032)	loss 1.186 (1.277)	Acc@1 75.000 (51.250)
Train: [2][240/517]	BT 0.233 (0.235)	DT 0.029 (0.032)	loss 1.111 (1.274)	Acc@1 75.000 (51.302)
Train: [2][250/517]	BT 0.230 (0.235)	DT 0.026 (0.032)	loss 1.176 (1.275)	Acc@1 62.500 (51.100)
Train: [2][260/517]	BT 0.229 (0.235)	DT 0.025 (0.031)	loss 0.867 (1.273)	Acc@1 87.500 (51.442)
Train: [2][270/517]	BT 0.231 (0.235)	DT 0.026 (0.031)	loss 1.041 (1.274)	Acc@1 50.000 (51.435)
Train: [2][280/517]	BT 0.230 (0.235)	DT 0.026 (0.031)	loss 1.253 (1.271)	Acc@1 50.000 (51.161)
Train: [2][290/517]	BT 0.229 (0.235)	DT 0.025 (0.031)	loss 1.587 (1.275)	Acc@1 25.000 (50.216)
Train: [2][300/517]	BT 0.237 (0.235)	DT 0.034 (0.031)	loss 1.284 (1.278)	Acc@1 50.000 (49.917)
Train: [2][310/517]	BT 0.230 (0.235)	DT 0.026 (0.031)	loss 1.257 (1.277)	Acc@1 37.500 (50.000)
Train: [2][320/517]	BT 0.231 (0.234)	DT 0.027 (0.031)	loss 1.400 (1.276)	Acc@1 25.000 (50.000)
Train: [2][330/517]	BT 0.228 (0.234)	DT 0.025 (0.031)	loss 1.245 (1.276)	Acc@1 62.500 (50.152)
Train: [2][340/517]	BT 0.230 (0.234)	DT 0.025 (0.030)	loss 1.223 (1.272)	Acc@1 62.500 (50.515)
Train: [2][350/517]	BT 0.229 (0.234)	DT 0.025 (0.030)	loss 0.818 (1.268)	Acc@1 75.000 (50.536)
Train: [2][360/517]	BT 0.230 (0.234)	DT 0.026 (0.030)	loss 1.658 (1.266)	Acc@1 37.500 (50.729)
Train: [2][370/517]	BT 0.231 (0.234)	DT 0.027 (0.030)	loss 1.231 (1.265)	Acc@1 62.500 (50.743)
Train: [2][380/517]	BT 0.234 (0.234)	DT 0.031 (0.030)	loss 1.332 (1.268)	Acc@1 62.500 (50.691)
Train: [2][390/517]	BT 0.233 (0.234)	DT 0.027 (0.030)	loss 0.945 (1.269)	Acc@1 50.000 (50.096)
Train: [2][400/517]	BT 0.231 (0.234)	DT 0.026 (0.030)	loss 1.684 (1.268)	Acc@1 37.500 (50.000)
Train: [2][410/517]	BT 0.231 (0.234)	DT 0.027 (0.030)	loss 1.641 (1.268)	Acc@1 25.000 (49.909)
Train: [2][420/517]	BT 0.230 (0.234)	DT 0.026 (0.030)	loss 1.143 (1.268)	Acc@1 62.500 (49.970)
Train: [2][430/517]	BT 0.229 (0.234)	DT 0.026 (0.030)	loss 1.207 (1.269)	Acc@1 75.000 (49.913)
Train: [2][440/517]	BT 0.236 (0.234)	DT 0.032 (0.030)	loss 1.460 (1.269)	Acc@1 50.000 (49.915)
Train: [2][450/517]	BT 0.236 (0.234)	DT 0.033 (0.030)	loss 0.885 (1.268)	Acc@1 75.000 (49.917)
Train: [2][460/517]	BT 0.236 (0.234)	DT 0.032 (0.030)	loss 1.310 (1.271)	Acc@1 37.500 (49.864)
Train: [2][470/517]	BT 0.229 (0.233)	DT 0.025 (0.030)	loss 1.478 (1.271)	Acc@1 37.500 (49.840)
Train: [2][480/517]	BT 0.230 (0.233)	DT 0.027 (0.030)	loss 1.301 (1.269)	Acc@1 37.500 (49.922)
Train: [2][490/517]	BT 0.235 (0.233)	DT 0.029 (0.030)	loss 1.211 (1.269)	Acc@1 12.500 (49.821)
Train: [2][500/517]	BT 0.230 (0.233)	DT 0.027 (0.029)	loss 1.022 (1.266)	Acc@1 62.500 (49.825)
Train: [2][510/517]	BT 0.229 (0.233)	DT 0.025 (0.029)	loss 1.464 (1.268)	Acc@1 62.500 (49.681)
Train epoch 2, total time 120.77, accuracy:49.66
 * S_p: 45.66, S_e: 38.66, Score: 42.16 (Best S_p: 45.66, S_e: 38.66, Score: 42.16)
 * Acc@1 42.67
Best ckpt is modified with Score = 42.16 when Epoch = 2
==> Saving...
Train: [3][10/517]	BT 0.233 (0.336)	DT 0.029 (0.132)	loss 1.216 (1.185)	Acc@1 50.000 (53.750)
Train: [3][20/517]	BT 0.237 (0.283)	DT 0.034 (0.080)	loss 1.098 (1.221)	Acc@1 62.500 (48.125)
Train: [3][30/517]	BT 0.231 (0.266)	DT 0.027 (0.062)	loss 0.952 (1.186)	Acc@1 75.000 (51.667)
Train: [3][40/517]	BT 0.229 (0.257)	DT 0.026 (0.054)	loss 0.857 (1.175)	Acc@1 75.000 (54.062)
Train: [3][50/517]	BT 0.228 (0.252)	DT 0.025 (0.048)	loss 1.212 (1.190)	Acc@1 25.000 (53.500)
Train: [3][60/517]	BT 0.231 (0.248)	DT 0.026 (0.045)	loss 1.187 (1.192)	Acc@1 25.000 (51.667)
Train: [3][70/517]	BT 0.230 (0.246)	DT 0.026 (0.042)	loss 1.294 (1.189)	Acc@1 50.000 (51.071)
Train: [3][80/517]	BT 0.228 (0.244)	DT 0.025 (0.040)	loss 1.471 (1.190)	Acc@1 37.500 (50.312)
Train: [3][90/517]	BT 0.229 (0.242)	DT 0.026 (0.039)	loss 1.555 (1.195)	Acc@1 50.000 (50.833)
Train: [3][100/517]	BT 0.231 (0.241)	DT 0.027 (0.037)	loss 1.452 (1.192)	Acc@1 50.000 (52.125)
Train: [3][110/517]	BT 0.230 (0.241)	DT 0.027 (0.038)	loss 1.191 (1.199)	Acc@1 62.500 (51.705)
Train: [3][120/517]	BT 0.229 (0.240)	DT 0.026 (0.037)	loss 1.105 (1.195)	Acc@1 50.000 (52.292)
Train: [3][130/517]	BT 0.235 (0.239)	DT 0.031 (0.036)	loss 1.384 (1.209)	Acc@1 25.000 (50.962)
Train: [3][140/517]	BT 0.229 (0.239)	DT 0.026 (0.035)	loss 1.494 (1.217)	Acc@1 37.500 (50.089)
Train: [3][150/517]	BT 0.229 (0.238)	DT 0.026 (0.035)	loss 0.997 (1.215)	Acc@1 62.500 (50.417)
Train: [3][160/517]	BT 0.229 (0.238)	DT 0.025 (0.034)	loss 1.462 (1.208)	Acc@1 37.500 (51.172)
Train: [3][170/517]	BT 0.231 (0.237)	DT 0.027 (0.034)	loss 1.132 (1.214)	Acc@1 50.000 (50.882)
Train: [3][180/517]	BT 0.230 (0.237)	DT 0.027 (0.033)	loss 1.133 (1.216)	Acc@1 50.000 (50.000)
Train: [3][190/517]	BT 0.230 (0.237)	DT 0.026 (0.033)	loss 1.360 (1.221)	Acc@1 25.000 (49.145)
Train: [3][200/517]	BT 0.231 (0.236)	DT 0.027 (0.033)	loss 1.108 (1.219)	Acc@1 75.000 (50.062)
Train: [3][210/517]	BT 0.229 (0.236)	DT 0.026 (0.032)	loss 1.127 (1.217)	Acc@1 50.000 (50.417)
Train: [3][220/517]	BT 0.229 (0.236)	DT 0.026 (0.032)	loss 1.451 (1.216)	Acc@1 50.000 (50.227)
Train: [3][230/517]	BT 0.229 (0.236)	DT 0.026 (0.032)	loss 1.587 (1.218)	Acc@1 12.500 (50.217)
Train: [3][240/517]	BT 0.229 (0.235)	DT 0.025 (0.032)	loss 0.951 (1.221)	Acc@1 75.000 (50.052)
Train: [3][250/517]	BT 0.230 (0.235)	DT 0.026 (0.031)	loss 1.057 (1.216)	Acc@1 75.000 (50.450)
Train: [3][260/517]	BT 0.230 (0.235)	DT 0.026 (0.031)	loss 0.891 (1.213)	Acc@1 75.000 (50.865)
Train: [3][270/517]	BT 0.230 (0.235)	DT 0.025 (0.031)	loss 0.838 (1.213)	Acc@1 62.500 (51.065)
Train: [3][280/517]	BT 0.231 (0.235)	DT 0.026 (0.031)	loss 1.531 (1.212)	Acc@1 50.000 (51.339)
Train: [3][290/517]	BT 0.232 (0.235)	DT 0.028 (0.031)	loss 1.313 (1.210)	Acc@1 50.000 (51.336)
Train: [3][300/517]	BT 0.233 (0.234)	DT 0.029 (0.031)	loss 1.070 (1.208)	Acc@1 62.500 (51.500)
Train: [3][310/517]	BT 0.232 (0.234)	DT 0.029 (0.031)	loss 0.937 (1.205)	Acc@1 62.500 (51.694)
Train: [3][320/517]	BT 0.230 (0.234)	DT 0.025 (0.031)	loss 1.041 (1.210)	Acc@1 50.000 (51.484)
Train: [3][330/517]	BT 0.229 (0.234)	DT 0.025 (0.030)	loss 1.124 (1.209)	Acc@1 37.500 (51.250)
Train: [3][340/517]	BT 0.231 (0.234)	DT 0.027 (0.030)	loss 0.879 (1.207)	Acc@1 62.500 (51.140)
Train: [3][350/517]	BT 0.230 (0.234)	DT 0.027 (0.030)	loss 1.438 (1.208)	Acc@1 62.500 (51.286)
Train: [3][360/517]	BT 0.229 (0.234)	DT 0.026 (0.030)	loss 0.681 (1.206)	Acc@1 87.500 (51.285)
Train: [3][370/517]	BT 0.229 (0.234)	DT 0.025 (0.030)	loss 1.094 (1.207)	Acc@1 62.500 (51.149)
Train: [3][380/517]	BT 0.230 (0.234)	DT 0.026 (0.030)	loss 1.112 (1.205)	Acc@1 62.500 (51.086)
Train: [3][390/517]	BT 0.228 (0.234)	DT 0.025 (0.030)	loss 1.227 (1.204)	Acc@1 62.500 (51.346)
Train: [3][400/517]	BT 0.232 (0.233)	DT 0.029 (0.030)	loss 1.608 (1.202)	Acc@1 62.500 (51.562)
Train: [3][410/517]	BT 0.230 (0.233)	DT 0.027 (0.030)	loss 1.288 (1.198)	Acc@1 62.500 (51.768)
Train: [3][420/517]	BT 0.232 (0.233)	DT 0.028 (0.030)	loss 1.190 (1.198)	Acc@1 37.500 (51.905)
Train: [3][430/517]	BT 0.230 (0.233)	DT 0.027 (0.030)	loss 1.092 (1.197)	Acc@1 50.000 (51.831)
Train: [3][440/517]	BT 0.230 (0.233)	DT 0.026 (0.030)	loss 1.332 (1.198)	Acc@1 37.500 (51.818)
Train: [3][450/517]	BT 0.230 (0.233)	DT 0.026 (0.029)	loss 1.022 (1.197)	Acc@1 50.000 (51.806)
Train: [3][460/517]	BT 0.230 (0.233)	DT 0.026 (0.029)	loss 0.535 (1.194)	Acc@1 87.500 (51.902)
Train: [3][470/517]	BT 0.230 (0.233)	DT 0.025 (0.029)	loss 0.873 (1.193)	Acc@1 75.000 (52.021)
Train: [3][480/517]	BT 0.229 (0.233)	DT 0.026 (0.029)	loss 1.375 (1.196)	Acc@1 37.500 (51.875)
Train: [3][490/517]	BT 0.229 (0.233)	DT 0.026 (0.029)	loss 1.712 (1.197)	Acc@1 37.500 (51.709)
Train: [3][500/517]	BT 0.230 (0.233)	DT 0.026 (0.029)	loss 0.885 (1.194)	Acc@1 75.000 (51.875)
Train: [3][510/517]	BT 0.233 (0.233)	DT 0.030 (0.029)	loss 0.630 (1.193)	Acc@1 87.500 (52.059)
Train epoch 3, total time 120.58, accuracy:52.01
 * S_p: 36.42, S_e: 43.93, Score: 40.17 (Best S_p: 45.66, S_e: 38.66, Score: 42.16)
 * Acc@1 39.62
Train: [4][10/517]	BT 0.230 (0.343)	DT 0.026 (0.139)	loss 0.768 (1.064)	Acc@1 75.000 (60.000)
Train: [4][20/517]	BT 0.229 (0.287)	DT 0.026 (0.083)	loss 1.589 (1.107)	Acc@1 37.500 (61.250)
Train: [4][30/517]	BT 0.230 (0.268)	DT 0.027 (0.064)	loss 1.105 (1.135)	Acc@1 50.000 (58.333)
Train: [4][40/517]	BT 0.229 (0.259)	DT 0.025 (0.055)	loss 1.052 (1.158)	Acc@1 50.000 (56.875)
Train: [4][50/517]	BT 0.229 (0.253)	DT 0.025 (0.049)	loss 0.983 (1.148)	Acc@1 75.000 (57.750)
Train: [4][60/517]	BT 0.229 (0.249)	DT 0.025 (0.045)	loss 1.244 (1.127)	Acc@1 62.500 (58.542)
Train: [4][70/517]	BT 0.230 (0.247)	DT 0.026 (0.043)	loss 1.057 (1.151)	Acc@1 50.000 (57.857)
Train: [4][80/517]	BT 0.229 (0.245)	DT 0.025 (0.041)	loss 1.291 (1.154)	Acc@1 25.000 (56.719)
Train: [4][90/517]	BT 0.230 (0.243)	DT 0.026 (0.039)	loss 1.213 (1.137)	Acc@1 25.000 (56.111)
Train: [4][100/517]	BT 0.230 (0.242)	DT 0.026 (0.038)	loss 0.613 (1.144)	Acc@1 75.000 (55.875)
Train: [4][110/517]	BT 0.231 (0.241)	DT 0.028 (0.037)	loss 1.110 (1.151)	Acc@1 75.000 (55.455)
Train: [4][120/517]	BT 0.228 (0.240)	DT 0.025 (0.036)	loss 0.804 (1.153)	Acc@1 62.500 (55.104)
Train: [4][130/517]	BT 0.229 (0.239)	DT 0.026 (0.036)	loss 0.780 (1.152)	Acc@1 75.000 (55.000)
Train: [4][140/517]	BT 0.229 (0.238)	DT 0.025 (0.035)	loss 1.584 (1.152)	Acc@1 50.000 (54.911)
Train: [4][150/517]	BT 0.228 (0.238)	DT 0.026 (0.034)	loss 1.386 (1.158)	Acc@1 62.500 (54.583)
Train: [4][160/517]	BT 0.228 (0.237)	DT 0.025 (0.034)	loss 1.289 (1.153)	Acc@1 50.000 (55.156)
Train: [4][170/517]	BT 0.234 (0.237)	DT 0.032 (0.034)	loss 1.579 (1.155)	Acc@1 50.000 (55.221)
Train: [4][180/517]	BT 0.230 (0.237)	DT 0.026 (0.033)	loss 1.468 (1.157)	Acc@1 25.000 (54.653)
Train: [4][190/517]	BT 0.229 (0.236)	DT 0.026 (0.033)	loss 1.667 (1.163)	Acc@1 25.000 (54.013)
Train: [4][200/517]	BT 0.230 (0.236)	DT 0.026 (0.033)	loss 1.044 (1.161)	Acc@1 50.000 (54.000)
Train: [4][210/517]	BT 0.234 (0.236)	DT 0.031 (0.032)	loss 1.805 (1.159)	Acc@1 12.500 (54.524)
Train: [4][220/517]	BT 0.228 (0.235)	DT 0.025 (0.032)	loss 1.125 (1.162)	Acc@1 50.000 (54.489)
Train: [4][230/517]	BT 0.229 (0.235)	DT 0.026 (0.032)	loss 1.371 (1.160)	Acc@1 25.000 (54.511)
Train: [4][240/517]	BT 0.230 (0.235)	DT 0.027 (0.032)	loss 1.406 (1.155)	Acc@1 37.500 (54.740)
Train: [4][250/517]	BT 0.232 (0.235)	DT 0.028 (0.031)	loss 1.898 (1.158)	Acc@1 50.000 (54.850)
Train: [4][260/517]	BT 0.231 (0.235)	DT 0.028 (0.031)	loss 1.201 (1.160)	Acc@1 75.000 (54.760)
Train: [4][270/517]	BT 0.232 (0.234)	DT 0.028 (0.031)	loss 1.694 (1.167)	Acc@1 50.000 (54.352)
Train: [4][280/517]	BT 0.229 (0.234)	DT 0.027 (0.031)	loss 0.931 (1.167)	Acc@1 87.500 (54.286)
Train: [4][290/517]	BT 0.229 (0.234)	DT 0.026 (0.031)	loss 1.049 (1.165)	Acc@1 62.500 (54.224)
Train: [4][300/517]	BT 0.229 (0.234)	DT 0.026 (0.031)	loss 1.320 (1.165)	Acc@1 37.500 (54.292)
Train: [4][310/517]	BT 0.228 (0.234)	DT 0.025 (0.031)	loss 1.464 (1.167)	Acc@1 25.000 (54.194)
Train: [4][320/517]	BT 0.228 (0.234)	DT 0.025 (0.030)	loss 1.064 (1.166)	Acc@1 37.500 (54.258)
Train: [4][330/517]	BT 0.229 (0.234)	DT 0.026 (0.030)	loss 0.933 (1.166)	Acc@1 62.500 (53.902)
Train: [4][340/517]	BT 0.229 (0.234)	DT 0.025 (0.030)	loss 0.945 (1.164)	Acc@1 62.500 (53.640)
Train: [4][350/517]	BT 0.228 (0.234)	DT 0.025 (0.030)	loss 1.025 (1.166)	Acc@1 75.000 (53.750)
Train: [4][360/517]	BT 0.227 (0.233)	DT 0.025 (0.030)	loss 0.604 (1.169)	Acc@1 87.500 (53.715)
Train: [4][370/517]	BT 0.230 (0.233)	DT 0.027 (0.030)	loss 1.305 (1.173)	Acc@1 62.500 (53.615)
Train: [4][380/517]	BT 0.234 (0.233)	DT 0.031 (0.030)	loss 0.844 (1.175)	Acc@1 62.500 (53.191)
