********************
Train and test 60-40% split with test_fold official
File number in train dataset: 539
********************
Extracting individual breathing cycles..
[Preprocessed train dataset information]
total number of audio data: 4142
Class 0 (normal) : 2063 (49.8%)
Class 1 (crackle): 1215 (29.3%)
Class 2 (wheeze) : 501  (12.1%)
Class 3 (both)   : 363  (8.8%)
********************
Train and test 60-40% split with test_fold official
File number in test dataset: 381
********************
Extracting individual breathing cycles..
[Preprocessed test dataset information]
total number of audio data: 2756
Class 0 (normal) : 1579 (57.3%)
Class 1 (crackle): 649  (23.5%)
Class 2 (wheeze) : 385  (14.0%)
Class 3 (both)   : 143  (5.2%)

 Loaded SSAST-Custom-230911.pth successfully.
now load a SSL pretrained models from Custom
pretraining patch split stride: frequency=16, time=16
pretraining patch shape: frequency=16, time=16
pretraining patch array dimension: frequency=8, time=64
pretraining number of patches=512
fine-tuning patch split stride: frequncey=10, time=10
fine-tuning number of patches=948
********************
Training for 50 epochs on icbhi dataset
Train: [1][10/517]	BT 0.234 (3.935)	DT 0.030 (0.320)	loss 1.861 (1.586)	Acc@1 0.000 (18.750)
Train: [1][140/517]	BT 0.230 (0.496)	DT 0.030 (0.051)	loss 1.222 (1.398)	Acc@1 37.500 (39.196)
Train: [1][150/517]	BT 0.231 (0.478)	DT 0.029 (0.050)	loss 1.219 (1.399)	Acc@1 25.000 (38.000)
Train: [1][160/517]	BT 0.231 (0.463)	DT 0.029 (0.049)	loss 1.201 (1.395)	Acc@1 62.500 (38.359)
Train: [1][170/517]	BT 0.234 (0.449)	DT 0.032 (0.047)	loss 1.405 (1.391)	Acc@1 62.500 (38.897)
Train: [1][180/517]	BT 0.231 (0.437)	DT 0.029 (0.046)	loss 1.272 (1.389)	Acc@1 50.000 (39.375)
Train: [1][190/517]	BT 0.230 (0.426)	DT 0.028 (0.046)	loss 1.383 (1.384)	Acc@1 37.500 (39.868)
Train: [1][200/517]	BT 0.232 (0.417)	DT 0.029 (0.045)	loss 1.477 (1.378)	Acc@1 62.500 (40.500)
Train: [1][210/517]	BT 0.233 (0.408)	DT 0.029 (0.044)	loss 1.565 (1.378)	Acc@1 12.500 (40.595)
Train: [1][220/517]	BT 0.234 (0.400)	DT 0.029 (0.043)	loss 1.189 (1.374)	Acc@1 37.500 (40.398)
Train: [1][230/517]	BT 0.232 (0.393)	DT 0.029 (0.043)	loss 1.200 (1.377)	Acc@1 50.000 (40.380)
Train: [1][240/517]	BT 0.231 (0.386)	DT 0.029 (0.042)	loss 1.297 (1.372)	Acc@1 50.000 (41.146)
Train: [1][250/517]	BT 0.232 (0.380)	DT 0.030 (0.042)	loss 1.577 (1.371)	Acc@1 37.500 (41.450)
Train: [1][260/517]	BT 0.231 (0.374)	DT 0.029 (0.041)	loss 1.284 (1.369)	Acc@1 50.000 (41.731)
Train: [1][270/517]	BT 0.232 (0.369)	DT 0.029 (0.041)	loss 1.488 (1.368)	Acc@1 25.000 (41.991)
Train: [1][280/517]	BT 0.233 (0.364)	DT 0.030 (0.040)	loss 1.330 (1.366)	Acc@1 62.500 (42.143)
Train: [1][290/517]	BT 0.232 (0.359)	DT 0.029 (0.040)	loss 1.367 (1.363)	Acc@1 37.500 (42.284)
Train: [1][300/517]	BT 0.232 (0.355)	DT 0.029 (0.040)	loss 1.197 (1.362)	Acc@1 87.500 (42.583)
Train: [1][310/517]	BT 0.232 (0.351)	DT 0.029 (0.039)	loss 1.638 (1.363)	Acc@1 25.000 (42.460)
Train: [1][320/517]	BT 0.232 (0.347)	DT 0.029 (0.039)	loss 1.187 (1.361)	Acc@1 75.000 (42.539)
Train: [1][330/517]	BT 0.232 (0.344)	DT 0.029 (0.039)	loss 1.399 (1.362)	Acc@1 25.000 (42.311)
Train: [1][340/517]	BT 0.232 (0.341)	DT 0.029 (0.038)	loss 1.204 (1.361)	Acc@1 37.500 (42.353)
Train: [1][350/517]	BT 0.234 (0.338)	DT 0.029 (0.038)	loss 1.136 (1.360)	Acc@1 62.500 (42.464)
Train: [1][360/517]	BT 0.233 (0.335)	DT 0.029 (0.038)	loss 1.356 (1.358)	Acc@1 25.000 (42.604)
Train: [1][370/517]	BT 0.232 (0.332)	DT 0.029 (0.038)	loss 1.583 (1.356)	Acc@1 50.000 (42.973)
Train: [1][380/517]	BT 0.232 (0.329)	DT 0.029 (0.037)	loss 1.325 (1.356)	Acc@1 50.000 (43.092)
Train: [1][390/517]	BT 0.232 (0.327)	DT 0.029 (0.037)	loss 1.351 (1.354)	Acc@1 50.000 (43.237)
Train: [1][400/517]	BT 0.232 (0.324)	DT 0.029 (0.037)	loss 0.995 (1.354)	Acc@1 75.000 (43.281)
Train: [1][410/517]	BT 0.233 (0.322)	DT 0.029 (0.037)	loss 0.833 (1.351)	Acc@1 62.500 (43.476)
Train: [1][420/517]	BT 0.232 (0.320)	DT 0.028 (0.037)	loss 1.199 (1.349)	Acc@1 50.000 (43.810)
Train: [1][430/517]	BT 0.232 (0.318)	DT 0.029 (0.036)	loss 1.468 (1.346)	Acc@1 50.000 (44.128)
Train: [1][440/517]	BT 0.232 (0.316)	DT 0.029 (0.036)	loss 1.148 (1.344)	Acc@1 62.500 (44.176)
Train: [1][450/517]	BT 0.232 (0.314)	DT 0.029 (0.036)	loss 0.833 (1.342)	Acc@1 100.000 (44.472)
Train: [1][460/517]	BT 0.235 (0.313)	DT 0.032 (0.036)	loss 1.096 (1.339)	Acc@1 62.500 (44.674)
Train: [1][470/517]	BT 0.231 (0.311)	DT 0.028 (0.036)	loss 1.003 (1.337)	Acc@1 62.500 (45.027)
Train: [1][480/517]	BT 0.232 (0.309)	DT 0.029 (0.036)	loss 1.352 (1.336)	Acc@1 50.000 (45.104)
Train: [1][490/517]	BT 0.232 (0.308)	DT 0.029 (0.036)	loss 1.281 (1.337)	Acc@1 50.000 (45.000)
Train: [1][500/517]	BT 0.232 (0.306)	DT 0.029 (0.035)	loss 1.266 (1.337)	Acc@1 25.000 (44.775)
Train: [1][510/517]	BT 0.231 (0.305)	DT 0.028 (0.035)	loss 1.187 (1.335)	Acc@1 50.000 (44.804)
Train epoch 1, total time 157.29, accuracy:44.83
 * S_p: 29.45, S_e: 30.42, Score: 29.93 (Best S_p: 29.45, S_e: 30.42, Score: 29.93)
 * Acc@1 29.86
Best ckpt is modified with Score = 29.93 when Epoch = 1
==> Saving...
Train: [2][10/517]	BT 0.232 (0.726)	DT 0.028 (0.287)	loss 1.465 (1.276)	Acc@1 37.500 (51.250)
Train: [2][20/517]	BT 0.232 (0.479)	DT 0.029 (0.158)	loss 1.238 (1.249)	Acc@1 37.500 (51.250)
Train: [2][30/517]	BT 0.232 (0.397)	DT 0.028 (0.115)	loss 0.819 (1.240)	Acc@1 100.000 (54.583)
Train: [2][40/517]	BT 0.232 (0.355)	DT 0.029 (0.093)	loss 1.326 (1.235)	Acc@1 12.500 (54.688)
Train: [2][50/517]	BT 0.232 (0.331)	DT 0.029 (0.081)	loss 1.050 (1.245)	Acc@1 75.000 (53.500)
Train: [2][60/517]	BT 0.233 (0.314)	DT 0.030 (0.072)	loss 1.141 (1.248)	Acc@1 87.500 (52.500)
Train: [2][70/517]	BT 0.231 (0.303)	DT 0.028 (0.066)	loss 1.468 (1.252)	Acc@1 25.000 (51.429)
Train: [2][80/517]	BT 0.232 (0.294)	DT 0.029 (0.062)	loss 1.734 (1.249)	Acc@1 12.500 (50.000)
Train: [2][90/517]	BT 0.234 (0.287)	DT 0.031 (0.058)	loss 1.474 (1.256)	Acc@1 25.000 (48.889)
Train: [2][100/517]	BT 0.234 (0.282)	DT 0.030 (0.055)	loss 1.032 (1.256)	Acc@1 75.000 (48.375)
Train: [2][110/517]	BT 0.234 (0.278)	DT 0.030 (0.053)	loss 1.591 (1.268)	Acc@1 25.000 (47.386)
Train: [2][120/517]	BT 0.233 (0.274)	DT 0.029 (0.051)	loss 1.388 (1.262)	Acc@1 50.000 (47.188)
Train: [2][130/517]	BT 0.234 (0.271)	DT 0.030 (0.049)	loss 1.069 (1.263)	Acc@1 50.000 (47.500)
Train: [2][140/517]	BT 0.233 (0.268)	DT 0.029 (0.048)	loss 1.167 (1.266)	Acc@1 37.500 (48.214)
Train: [2][150/517]	BT 0.235 (0.266)	DT 0.030 (0.047)	loss 1.355 (1.267)	Acc@1 37.500 (47.750)
Train: [2][160/517]	BT 0.233 (0.264)	DT 0.030 (0.046)	loss 1.539 (1.264)	Acc@1 25.000 (48.203)
Train: [2][170/517]	BT 0.232 (0.262)	DT 0.029 (0.045)	loss 1.273 (1.262)	Acc@1 37.500 (48.309)
Train: [2][180/517]	BT 0.233 (0.260)	DT 0.029 (0.044)	loss 1.755 (1.264)	Acc@1 12.500 (48.750)
Train: [2][190/517]	BT 0.235 (0.259)	DT 0.030 (0.043)	loss 1.451 (1.267)	Acc@1 25.000 (48.487)
Train: [2][200/517]	BT 0.241 (0.258)	DT 0.037 (0.043)	loss 1.096 (1.268)	Acc@1 75.000 (49.062)
Train: [2][210/517]	BT 0.238 (0.257)	DT 0.034 (0.042)	loss 1.527 (1.273)	Acc@1 37.500 (49.107)
Train: [2][220/517]	BT 0.233 (0.256)	DT 0.029 (0.041)	loss 1.211 (1.277)	Acc@1 25.000 (48.750)
Train: [2][230/517]	BT 0.234 (0.255)	DT 0.030 (0.041)	loss 1.477 (1.279)	Acc@1 25.000 (48.261)
Train: [2][240/517]	BT 0.233 (0.254)	DT 0.030 (0.040)	loss 1.353 (1.283)	Acc@1 50.000 (47.917)
Train: [2][250/517]	BT 0.238 (0.253)	DT 0.034 (0.040)	loss 0.978 (1.278)	Acc@1 87.500 (48.500)
Train: [2][260/517]	BT 0.234 (0.252)	DT 0.029 (0.040)	loss 1.429 (1.278)	Acc@1 37.500 (48.750)
Train: [2][270/517]	BT 0.233 (0.252)	DT 0.029 (0.039)	loss 1.006 (1.275)	Acc@1 87.500 (48.889)
Train: [2][280/517]	BT 0.233 (0.251)	DT 0.029 (0.039)	loss 1.390 (1.284)	Acc@1 37.500 (48.839)
Train: [2][290/517]	BT 0.234 (0.250)	DT 0.029 (0.039)	loss 1.295 (1.284)	Acc@1 50.000 (48.793)
Train: [2][300/517]	BT 0.235 (0.250)	DT 0.032 (0.038)	loss 1.051 (1.282)	Acc@1 50.000 (48.583)
Train: [2][310/517]	BT 0.233 (0.249)	DT 0.029 (0.038)	loss 1.327 (1.281)	Acc@1 37.500 (48.548)
Train: [2][320/517]	BT 0.234 (0.249)	DT 0.030 (0.038)	loss 1.311 (1.280)	Acc@1 25.000 (48.438)
Train: [2][330/517]	BT 0.234 (0.249)	DT 0.029 (0.038)	loss 0.896 (1.278)	Acc@1 50.000 (48.333)
Train: [2][340/517]	BT 0.239 (0.248)	DT 0.034 (0.037)	loss 1.342 (1.278)	Acc@1 62.500 (48.346)
Train: [2][350/517]	BT 0.234 (0.248)	DT 0.029 (0.037)	loss 1.103 (1.277)	Acc@1 62.500 (48.464)
Train: [2][360/517]	BT 0.233 (0.247)	DT 0.029 (0.037)	loss 1.530 (1.276)	Acc@1 50.000 (48.542)
Train: [2][370/517]	BT 0.233 (0.247)	DT 0.029 (0.037)	loss 1.225 (1.272)	Acc@1 62.500 (48.682)
Train: [2][380/517]	BT 0.233 (0.247)	DT 0.029 (0.037)	loss 1.152 (1.270)	Acc@1 50.000 (48.849)
Train: [2][390/517]	BT 0.233 (0.246)	DT 0.029 (0.036)	loss 1.001 (1.267)	Acc@1 62.500 (48.910)
Train: [2][400/517]	BT 0.233 (0.246)	DT 0.029 (0.036)	loss 1.335 (1.267)	Acc@1 12.500 (48.625)
Train: [2][410/517]	BT 0.233 (0.246)	DT 0.029 (0.036)	loss 0.952 (1.266)	Acc@1 50.000 (48.476)
Train: [2][420/517]	BT 0.234 (0.245)	DT 0.029 (0.036)	loss 1.342 (1.264)	Acc@1 37.500 (48.482)
Train: [2][430/517]	BT 0.234 (0.245)	DT 0.029 (0.036)	loss 1.399 (1.263)	Acc@1 0.000 (48.430)
Train: [2][440/517]	BT 0.233 (0.245)	DT 0.029 (0.036)	loss 1.392 (1.261)	Acc@1 37.500 (48.295)
Train: [2][450/517]	BT 0.235 (0.245)	DT 0.029 (0.035)	loss 1.223 (1.258)	Acc@1 37.500 (48.278)
Train: [2][460/517]	BT 0.232 (0.244)	DT 0.029 (0.035)	loss 1.123 (1.257)	Acc@1 62.500 (48.478)
Train: [2][470/517]	BT 0.233 (0.244)	DT 0.029 (0.035)	loss 1.360 (1.258)	Acc@1 25.000 (48.431)
Train: [2][480/517]	BT 0.241 (0.244)	DT 0.037 (0.035)	loss 1.075 (1.260)	Acc@1 62.500 (48.307)
Train: [2][490/517]	BT 0.232 (0.244)	DT 0.029 (0.035)	loss 1.200 (1.260)	Acc@1 37.500 (48.240)
Train: [2][500/517]	BT 0.232 (0.244)	DT 0.029 (0.035)	loss 1.290 (1.259)	Acc@1 62.500 (48.275)
Train: [2][510/517]	BT 0.232 (0.243)	DT 0.029 (0.035)	loss 1.226 (1.259)	Acc@1 50.000 (48.407)
Train epoch 2, total time 126.06, accuracy:48.38
 * S_p: 33.25, S_e: 40.95, Score: 37.10 (Best S_p: 33.25, S_e: 40.95, Score: 37.10)
 * Acc@1 36.54
Best ckpt is modified with Score = 37.10 when Epoch = 2
==> Saving...
Train: [3][10/517]	BT 0.233 (0.491)	DT 0.029 (0.287)	loss 1.167 (1.112)	Acc@1 50.000 (58.750)
Train: [3][20/517]	BT 0.234 (0.362)	DT 0.030 (0.158)	loss 0.863 (1.154)	Acc@1 87.500 (58.750)
Train: [3][30/517]	BT 0.233 (0.319)	DT 0.029 (0.115)	loss 1.256 (1.140)	Acc@1 37.500 (57.083)
Train: [3][40/517]	BT 0.232 (0.298)	DT 0.028 (0.094)	loss 1.270 (1.174)	Acc@1 37.500 (52.812)
Train: [3][50/517]	BT 0.232 (0.285)	DT 0.029 (0.081)	loss 1.435 (1.187)	Acc@1 50.000 (52.750)
Train: [3][60/517]	BT 0.235 (0.276)	DT 0.032 (0.073)	loss 1.077 (1.190)	Acc@1 62.500 (50.208)
Train: [3][70/517]	BT 0.232 (0.270)	DT 0.029 (0.066)	loss 1.247 (1.209)	Acc@1 37.500 (48.393)
Train: [3][80/517]	BT 0.232 (0.265)	DT 0.029 (0.062)	loss 1.465 (1.210)	Acc@1 50.000 (48.438)
Train: [3][90/517]	BT 0.232 (0.262)	DT 0.029 (0.058)	loss 1.206 (1.200)	Acc@1 62.500 (50.278)
Train: [3][100/517]	BT 0.233 (0.259)	DT 0.030 (0.055)	loss 1.230 (1.194)	Acc@1 62.500 (50.875)
Train: [3][110/517]	BT 0.232 (0.257)	DT 0.028 (0.053)	loss 1.011 (1.206)	Acc@1 50.000 (50.568)
Train: [3][120/517]	BT 0.233 (0.255)	DT 0.029 (0.051)	loss 1.226 (1.204)	Acc@1 37.500 (51.354)
Train: [3][130/517]	BT 0.236 (0.253)	DT 0.031 (0.049)	loss 0.961 (1.197)	Acc@1 62.500 (51.058)
Train: [3][140/517]	BT 0.232 (0.251)	DT 0.029 (0.048)	loss 1.417 (1.194)	Acc@1 62.500 (51.607)
Train: [3][150/517]	BT 0.232 (0.250)	DT 0.029 (0.047)	loss 1.164 (1.203)	Acc@1 37.500 (51.417)
Train: [3][160/517]	BT 0.232 (0.249)	DT 0.029 (0.046)	loss 1.182 (1.203)	Acc@1 62.500 (51.797)
Train: [3][170/517]	BT 0.232 (0.248)	DT 0.029 (0.045)	loss 1.104 (1.212)	Acc@1 50.000 (51.250)
Train: [3][180/517]	BT 0.232 (0.247)	DT 0.029 (0.044)	loss 1.302 (1.211)	Acc@1 50.000 (50.972)
Train: [3][190/517]	BT 0.232 (0.247)	DT 0.029 (0.043)	loss 1.450 (1.218)	Acc@1 50.000 (50.526)
Train: [3][200/517]	BT 0.232 (0.246)	DT 0.029 (0.042)	loss 1.291 (1.224)	Acc@1 62.500 (49.750)
Train: [3][210/517]	BT 0.236 (0.245)	DT 0.029 (0.042)	loss 1.832 (1.223)	Acc@1 37.500 (49.881)
Train: [3][220/517]	BT 0.233 (0.245)	DT 0.029 (0.041)	loss 1.197 (1.224)	Acc@1 62.500 (50.398)
Train: [3][230/517]	BT 0.232 (0.244)	DT 0.029 (0.041)	loss 1.207 (1.219)	Acc@1 37.500 (50.870)
Train: [3][240/517]	BT 0.233 (0.244)	DT 0.029 (0.040)	loss 0.860 (1.218)	Acc@1 87.500 (51.302)
Train: [3][250/517]	BT 0.233 (0.244)	DT 0.029 (0.040)	loss 1.062 (1.217)	Acc@1 62.500 (51.100)
Train: [3][260/517]	BT 0.233 (0.243)	DT 0.029 (0.040)	loss 1.822 (1.219)	Acc@1 37.500 (50.962)
Train: [3][270/517]	BT 0.232 (0.243)	DT 0.028 (0.039)	loss 1.027 (1.217)	Acc@1 75.000 (51.065)
Train: [3][280/517]	BT 0.232 (0.243)	DT 0.029 (0.039)	loss 1.418 (1.223)	Acc@1 50.000 (51.071)
Train: [3][290/517]	BT 0.237 (0.242)	DT 0.033 (0.039)	loss 1.336 (1.222)	Acc@1 25.000 (50.819)
Train: [3][300/517]	BT 0.232 (0.242)	DT 0.029 (0.038)	loss 0.869 (1.220)	Acc@1 75.000 (50.875)
Train: [3][310/517]	BT 0.232 (0.242)	DT 0.029 (0.038)	loss 1.519 (1.219)	Acc@1 37.500 (50.887)
Train: [3][320/517]	BT 0.233 (0.241)	DT 0.029 (0.038)	loss 0.754 (1.214)	Acc@1 62.500 (50.977)
Train: [3][330/517]	BT 0.232 (0.241)	DT 0.029 (0.037)	loss 1.205 (1.213)	Acc@1 50.000 (51.250)
Train: [3][340/517]	BT 0.233 (0.241)	DT 0.029 (0.037)	loss 1.073 (1.208)	Acc@1 75.000 (51.544)
Train: [3][350/517]	BT 0.233 (0.241)	DT 0.029 (0.037)	loss 1.038 (1.211)	Acc@1 50.000 (51.429)
Train: [3][360/517]	BT 0.232 (0.240)	DT 0.029 (0.037)	loss 1.069 (1.211)	Acc@1 62.500 (51.354)
Train: [3][370/517]	BT 0.233 (0.240)	DT 0.029 (0.037)	loss 1.467 (1.211)	Acc@1 50.000 (51.351)
Train: [3][380/517]	BT 0.232 (0.240)	DT 0.029 (0.036)	loss 1.052 (1.211)	Acc@1 50.000 (51.382)
Train: [3][390/517]	BT 0.233 (0.240)	DT 0.029 (0.036)	loss 1.306 (1.214)	Acc@1 62.500 (51.346)
Train: [3][400/517]	BT 0.234 (0.240)	DT 0.029 (0.036)	loss 1.097 (1.211)	Acc@1 62.500 (51.375)
Train: [3][410/517]	BT 0.233 (0.240)	DT 0.029 (0.036)	loss 1.140 (1.211)	Acc@1 50.000 (51.402)
Train: [3][420/517]	BT 0.233 (0.239)	DT 0.029 (0.036)	loss 0.965 (1.209)	Acc@1 75.000 (51.577)
Train: [3][430/517]	BT 0.233 (0.239)	DT 0.029 (0.036)	loss 1.117 (1.210)	Acc@1 37.500 (51.453)
Train: [3][440/517]	BT 0.233 (0.239)	DT 0.029 (0.035)	loss 0.727 (1.212)	Acc@1 100.000 (51.477)
Train: [3][450/517]	BT 0.236 (0.239)	DT 0.032 (0.035)	loss 0.983 (1.211)	Acc@1 62.500 (51.417)
Train: [3][460/517]	BT 0.232 (0.239)	DT 0.029 (0.035)	loss 1.013 (1.212)	Acc@1 50.000 (51.304)
Train: [3][470/517]	BT 0.232 (0.239)	DT 0.029 (0.035)	loss 1.523 (1.216)	Acc@1 37.500 (51.117)
Train: [3][480/517]	BT 0.237 (0.239)	DT 0.029 (0.035)	loss 1.617 (1.214)	Acc@1 50.000 (51.328)
Train: [3][490/517]	BT 0.232 (0.239)	DT 0.028 (0.035)	loss 1.629 (1.214)	Acc@1 12.500 (51.403)
Train: [3][500/517]	BT 0.233 (0.239)	DT 0.029 (0.035)	loss 0.742 (1.212)	Acc@1 62.500 (51.475)
Train: [3][510/517]	BT 0.232 (0.238)	DT 0.029 (0.035)	loss 1.361 (1.211)	Acc@1 50.000 (51.471)
Train epoch 3, total time 123.57, accuracy:51.67
 * S_p: 35.85, S_e: 40.53, Score: 38.19 (Best S_p: 35.85, S_e: 40.53, Score: 38.19)
 * Acc@1 37.84
Best ckpt is modified with Score = 38.19 when Epoch = 3
==> Saving...
Train: [4][10/517]	BT 0.235 (0.494)	DT 0.032 (0.290)	loss 0.999 (1.196)	Acc@1 50.000 (48.750)
Train: [4][20/517]	BT 0.233 (0.363)	DT 0.029 (0.159)	loss 1.551 (1.135)	Acc@1 50.000 (51.875)
Train: [4][30/517]	BT 0.233 (0.320)	DT 0.029 (0.116)	loss 1.356 (1.168)	Acc@1 75.000 (51.250)
Train: [4][40/517]	BT 0.233 (0.298)	DT 0.029 (0.094)	loss 1.528 (1.171)	Acc@1 50.000 (53.750)
Train: [4][50/517]	BT 0.233 (0.285)	DT 0.029 (0.081)	loss 1.385 (1.190)	Acc@1 50.000 (52.000)
Train: [4][60/517]	BT 0.238 (0.277)	DT 0.034 (0.073)	loss 0.943 (1.197)	Acc@1 62.500 (49.375)
Train: [4][70/517]	BT 0.232 (0.270)	DT 0.029 (0.067)	loss 0.771 (1.186)	Acc@1 62.500 (48.929)
Train: [4][80/517]	BT 0.233 (0.266)	DT 0.029 (0.062)	loss 0.989 (1.186)	Acc@1 62.500 (50.156)
Train: [4][90/517]	BT 0.233 (0.262)	DT 0.030 (0.058)	loss 0.752 (1.169)	Acc@1 62.500 (51.667)
Train: [4][100/517]	BT 0.233 (0.259)	DT 0.029 (0.055)	loss 0.744 (1.164)	Acc@1 87.500 (51.625)
Train: [4][110/517]	BT 0.233 (0.257)	DT 0.029 (0.053)	loss 1.257 (1.177)	Acc@1 62.500 (51.705)
Train: [4][120/517]	BT 0.233 (0.255)	DT 0.029 (0.051)	loss 0.972 (1.185)	Acc@1 75.000 (51.354)
Train: [4][130/517]	BT 0.233 (0.253)	DT 0.029 (0.050)	loss 0.854 (1.178)	Acc@1 75.000 (51.923)
Train: [4][140/517]	BT 0.234 (0.252)	DT 0.029 (0.048)	loss 1.227 (1.181)	Acc@1 50.000 (51.786)
Train: [4][150/517]	BT 0.232 (0.251)	DT 0.029 (0.047)	loss 1.139 (1.182)	Acc@1 50.000 (51.500)
Train: [4][160/517]	BT 0.235 (0.250)	DT 0.031 (0.046)	loss 1.293 (1.173)	Acc@1 25.000 (52.109)
Train: [4][170/517]	BT 0.233 (0.249)	DT 0.029 (0.045)	loss 0.818 (1.172)	Acc@1 75.000 (52.574)
Train: [4][180/517]	BT 0.234 (0.248)	DT 0.030 (0.044)	loss 1.268 (1.181)	Acc@1 37.500 (51.875)
Train: [4][190/517]	BT 0.233 (0.248)	DT 0.029 (0.044)	loss 1.128 (1.177)	Acc@1 50.000 (52.171)
Train: [4][200/517]	BT 0.233 (0.247)	DT 0.029 (0.043)	loss 0.806 (1.174)	Acc@1 75.000 (52.375)
Train: [4][210/517]	BT 0.234 (0.247)	DT 0.030 (0.043)	loss 1.228 (1.171)	Acc@1 62.500 (52.440)
Train: [4][220/517]	BT 0.233 (0.246)	DT 0.029 (0.042)	loss 1.432 (1.171)	Acc@1 50.000 (52.727)
Train: [4][230/517]	BT 0.234 (0.245)	DT 0.030 (0.042)	loss 1.275 (1.168)	Acc@1 25.000 (52.554)
Train: [4][240/517]	BT 0.233 (0.245)	DT 0.029 (0.041)	loss 1.125 (1.166)	Acc@1 25.000 (52.604)
Train: [4][250/517]	BT 0.233 (0.245)	DT 0.029 (0.041)	loss 1.385 (1.168)	Acc@1 25.000 (52.500)
Train: [4][260/517]	BT 0.232 (0.244)	DT 0.029 (0.040)	loss 1.213 (1.171)	Acc@1 37.500 (52.308)
Train: [4][270/517]	BT 0.234 (0.244)	DT 0.029 (0.040)	loss 1.202 (1.168)	Acc@1 50.000 (52.222)
Train: [4][280/517]	BT 0.238 (0.244)	DT 0.034 (0.040)	loss 0.731 (1.165)	Acc@1 50.000 (52.098)
Train: [4][290/517]	BT 0.233 (0.243)	DT 0.029 (0.039)	loss 0.867 (1.164)	Acc@1 37.500 (52.198)
Train: [4][300/517]	BT 0.233 (0.243)	DT 0.029 (0.039)	loss 1.388 (1.164)	Acc@1 37.500 (52.208)
Train: [4][310/517]	BT 0.234 (0.243)	DT 0.029 (0.039)	loss 0.906 (1.158)	Acc@1 50.000 (52.540)
Train: [4][320/517]	BT 0.237 (0.242)	DT 0.032 (0.038)	loss 0.799 (1.152)	Acc@1 50.000 (52.891)
Train: [4][330/517]	BT 0.239 (0.242)	DT 0.035 (0.038)	loss 2.016 (1.159)	Acc@1 12.500 (52.614)
Train: [4][340/517]	BT 0.232 (0.242)	DT 0.029 (0.038)	loss 1.347 (1.162)	Acc@1 50.000 (52.610)
Train: [4][350/517]	BT 0.233 (0.242)	DT 0.029 (0.038)	loss 1.117 (1.159)	Acc@1 50.000 (52.679)
Train: [4][360/517]	BT 0.234 (0.241)	DT 0.029 (0.037)	loss 1.150 (1.162)	Acc@1 50.000 (52.326)
Train: [4][370/517]	BT 0.233 (0.241)	DT 0.029 (0.037)	loss 1.093 (1.161)	Acc@1 50.000 (52.196)
