********************
Train and test 60-40% split with test_fold official
File number in train dataset: 539
********************
Extracting individual breathing cycles..
[Preprocessed train dataset information]
total number of audio data: 4142
Class 0 (normal) : 2063 (49.8%)
Class 1 (crackle): 1215 (29.3%)
Class 2 (wheeze) : 501  (12.1%)
Class 3 (both)   : 363  (8.8%)
********************
Train and test 60-40% split with test_fold official
File number in test dataset: 381
********************
Extracting individual breathing cycles..
[Preprocessed test dataset information]
total number of audio data: 2756
Class 0 (normal) : 1579 (57.3%)
Class 1 (crackle): 649  (23.5%)
Class 2 (wheeze) : 385  (14.0%)
Class 3 (both)   : 143  (5.2%)
---------------AST Model Summary---------------
ImageNet pretraining: True, AudioSet pretraining: True
frequncey stride=10, time stride=10
number of patches=948
********************
Training for 50 epochs on icbhi dataset
Train: [1][10/517]	BT 0.225 (4.340)	DT 0.028 (0.276)	loss 1.848 (1.648)	Acc@1 37.500 (26.250)
Train: [3][450/517]	BT 0.231 (0.235)	DT 0.028 (0.032)	loss 0.767 (0.811)	Acc@1 62.500 (68.472)
Train: [3][460/517]	BT 0.231 (0.235)	DT 0.028 (0.032)	loss 0.435 (0.810)	Acc@1 62.500 (68.315)
Train: [3][470/517]	BT 0.231 (0.235)	DT 0.028 (0.032)	loss 1.212 (0.810)	Acc@1 75.000 (68.138)
Train: [3][480/517]	BT 0.232 (0.234)	DT 0.029 (0.032)	loss 0.542 (0.810)	Acc@1 75.000 (68.203)
Train: [3][490/517]	BT 0.231 (0.234)	DT 0.028 (0.032)	loss 0.858 (0.809)	Acc@1 75.000 (68.214)
Train: [3][500/517]	BT 0.231 (0.234)	DT 0.028 (0.032)	loss 0.801 (0.807)	Acc@1 87.500 (68.250)
Train: [3][510/517]	BT 0.230 (0.234)	DT 0.028 (0.032)	loss 0.301 (0.804)	Acc@1 87.500 (68.431)
Train epoch 3, total time 121.35, accuracy:68.62
 * S_p: 47.18, S_e: 62.70, Score: 54.94 (Best S_p: 60.16, S_e: 52.34, Score: 56.25)
 * Acc@1 53.81
Train: [4][10/517]	BT 0.234 (0.399)	DT 0.031 (0.195)	loss 0.403 (0.695)	Acc@1 87.500 (71.250)
Train: [4][20/517]	BT 0.233 (0.316)	DT 0.030 (0.113)	loss 0.574 (0.728)	Acc@1 87.500 (71.250)
Train: [4][30/517]	BT 0.235 (0.289)	DT 0.030 (0.085)	loss 0.261 (0.650)	Acc@1 75.000 (73.750)
Train: [4][40/517]	BT 0.234 (0.275)	DT 0.030 (0.071)	loss 0.575 (0.600)	Acc@1 75.000 (75.625)
Train: [4][50/517]	BT 0.234 (0.267)	DT 0.030 (0.063)	loss 0.689 (0.661)	Acc@1 62.500 (75.750)
Train: [4][60/517]	BT 0.234 (0.261)	DT 0.030 (0.058)	loss 1.175 (0.664)	Acc@1 62.500 (76.042)
Train: [4][70/517]	BT 0.235 (0.257)	DT 0.031 (0.054)	loss 0.530 (0.700)	Acc@1 75.000 (74.464)
Train: [4][80/517]	BT 0.232 (0.255)	DT 0.030 (0.051)	loss 0.557 (0.694)	Acc@1 62.500 (74.844)
Train: [4][90/517]	BT 0.233 (0.252)	DT 0.029 (0.049)	loss 0.382 (0.700)	Acc@1 100.000 (73.750)
Train: [4][100/517]	BT 0.231 (0.250)	DT 0.029 (0.047)	loss 0.738 (0.698)	Acc@1 75.000 (73.750)
Train: [4][110/517]	BT 0.233 (0.249)	DT 0.029 (0.045)	loss 0.720 (0.691)	Acc@1 75.000 (73.864)
Train: [4][120/517]	BT 0.233 (0.249)	DT 0.029 (0.046)	loss 0.282 (0.681)	Acc@1 100.000 (74.063)
Train: [4][130/517]	BT 0.233 (0.248)	DT 0.029 (0.044)	loss 0.483 (0.685)	Acc@1 87.500 (73.750)
Train: [4][140/517]	BT 0.233 (0.247)	DT 0.030 (0.043)	loss 0.746 (0.682)	Acc@1 75.000 (74.196)
Train: [4][150/517]	BT 0.232 (0.246)	DT 0.029 (0.042)	loss 0.705 (0.676)	Acc@1 62.500 (74.250)
Train: [4][160/517]	BT 0.232 (0.245)	DT 0.029 (0.042)	loss 0.682 (0.681)	Acc@1 62.500 (73.672)
Train: [4][170/517]	BT 0.237 (0.245)	DT 0.035 (0.041)	loss 0.378 (0.684)	Acc@1 75.000 (73.456)
Train: [4][180/517]	BT 0.230 (0.244)	DT 0.028 (0.040)	loss 0.471 (0.686)	Acc@1 75.000 (73.542)
Train: [4][190/517]	BT 0.229 (0.243)	DT 0.028 (0.040)	loss 0.652 (0.674)	Acc@1 62.500 (73.750)
Train: [4][200/517]	BT 0.233 (0.243)	DT 0.029 (0.039)	loss 0.729 (0.681)	Acc@1 75.000 (73.375)
Train: [4][210/517]	BT 0.230 (0.242)	DT 0.028 (0.039)	loss 0.459 (0.687)	Acc@1 87.500 (73.214)
Train: [4][220/517]	BT 0.231 (0.241)	DT 0.030 (0.038)	loss 0.618 (0.692)	Acc@1 75.000 (73.182)
Train: [4][230/517]	BT 0.230 (0.241)	DT 0.029 (0.038)	loss 0.258 (0.693)	Acc@1 87.500 (73.098)
Train: [4][240/517]	BT 0.229 (0.240)	DT 0.028 (0.037)	loss 1.600 (0.696)	Acc@1 75.000 (73.333)
Train: [4][250/517]	BT 0.230 (0.240)	DT 0.029 (0.037)	loss 0.656 (0.696)	Acc@1 75.000 (73.450)
Train: [4][260/517]	BT 0.234 (0.240)	DT 0.032 (0.037)	loss 0.768 (0.691)	Acc@1 62.500 (73.558)
Train: [4][270/517]	BT 0.243 (0.240)	DT 0.035 (0.037)	loss 0.871 (0.693)	Acc@1 62.500 (73.796)
Train: [4][280/517]	BT 0.241 (0.240)	DT 0.033 (0.036)	loss 0.522 (0.694)	Acc@1 37.500 (73.750)
Train: [4][290/517]	BT 0.280 (0.240)	DT 0.060 (0.037)	loss 1.597 (0.699)	Acc@1 75.000 (73.750)
Train: [4][300/517]	BT 0.258 (0.241)	DT 0.039 (0.037)	loss 0.137 (0.695)	Acc@1 100.000 (73.833)
Train: [4][310/517]	BT 0.233 (0.242)	DT 0.030 (0.037)	loss 0.354 (0.689)	Acc@1 87.500 (73.669)
Train: [4][320/517]	BT 0.238 (0.242)	DT 0.034 (0.037)	loss 0.805 (0.695)	Acc@1 62.500 (73.516)
Train: [4][330/517]	BT 0.230 (0.241)	DT 0.028 (0.037)	loss 0.806 (0.697)	Acc@1 62.500 (73.409)
Train: [4][340/517]	BT 0.230 (0.241)	DT 0.029 (0.037)	loss 0.165 (0.704)	Acc@1 87.500 (73.088)
Train: [4][350/517]	BT 0.230 (0.241)	DT 0.028 (0.037)	loss 0.632 (0.707)	Acc@1 62.500 (73.071)
Train: [4][360/517]	BT 0.231 (0.241)	DT 0.029 (0.036)	loss 0.632 (0.712)	Acc@1 62.500 (72.812)
Train: [4][370/517]	BT 0.229 (0.240)	DT 0.028 (0.036)	loss 0.602 (0.711)	Acc@1 62.500 (72.804)
Train: [4][380/517]	BT 0.233 (0.240)	DT 0.029 (0.036)	loss 0.739 (0.709)	Acc@1 75.000 (72.862)
Train: [4][390/517]	BT 0.231 (0.240)	DT 0.029 (0.036)	loss 0.655 (0.705)	Acc@1 62.500 (72.853)
Train: [4][400/517]	BT 0.231 (0.240)	DT 0.029 (0.036)	loss 0.598 (0.699)	Acc@1 75.000 (73.188)
Train: [4][410/517]	BT 0.231 (0.240)	DT 0.029 (0.036)	loss 0.785 (0.696)	Acc@1 87.500 (73.171)
