********************
Train and test 60-40% split with test_fold official
File number in train dataset: 539
********************
Extracting individual breathing cycles..
[Preprocessed train dataset information]
total number of audio data: 4142
Class 0 (normal) : 2063 (49.8%)
Class 1 (crackle): 1215 (29.3%)
Class 2 (wheeze) : 501  (12.1%)
Class 3 (both)   : 363  (8.8%)
********************
Train and test 60-40% split with test_fold official
File number in test dataset: 381
********************
Extracting individual breathing cycles..
[Preprocessed test dataset information]
total number of audio data: 2756
Class 0 (normal) : 1579 (57.3%)
Class 1 (crackle): 649  (23.5%)
Class 2 (wheeze) : 385  (14.0%)
Class 3 (both)   : 143  (5.2%)

 Loaded SSAST-Custom-230915.pth successfully.
now load a SSL pretrained models from Custom
pretraining patch split stride: frequency=16, time=16
pretraining patch shape: frequency=16, time=16
pretraining patch array dimension: frequency=8, time=64
pretraining number of patches=512
fine-tuning patch split stride: frequncey=10, time=10
fine-tuning number of patches=948
********************
Training for 50 epochs on icbhi dataset
Train: [1][10/517]	BT 0.228 (3.361)	DT 0.029 (0.166)	loss 1.344 (1.383)	Acc@1 37.500 (51.250)
Train: [1][130/517]	BT 0.228 (0.469)	DT 0.028 (0.039)	loss 1.322 (1.363)	Acc@1 37.500 (37.308)
Train: [1][140/517]	BT 0.227 (0.453)	DT 0.027 (0.039)	loss 1.397 (1.362)	Acc@1 25.000 (37.589)
Train: [1][150/517]	BT 0.229 (0.438)	DT 0.028 (0.038)	loss 1.456 (1.362)	Acc@1 12.500 (37.333)
Train: [1][160/517]	BT 0.232 (0.425)	DT 0.029 (0.038)	loss 1.272 (1.361)	Acc@1 37.500 (37.734)
Train: [1][170/517]	BT 0.229 (0.414)	DT 0.029 (0.037)	loss 1.612 (1.361)	Acc@1 25.000 (38.382)
Train: [1][180/517]	BT 0.232 (0.403)	DT 0.031 (0.037)	loss 1.422 (1.360)	Acc@1 37.500 (39.306)
Train: [1][190/517]	BT 0.230 (0.394)	DT 0.029 (0.036)	loss 1.486 (1.361)	Acc@1 12.500 (39.276)
Train: [1][200/517]	BT 0.231 (0.386)	DT 0.030 (0.036)	loss 1.599 (1.362)	Acc@1 25.000 (38.500)
Train: [1][210/517]	BT 0.229 (0.379)	DT 0.028 (0.036)	loss 1.262 (1.361)	Acc@1 50.000 (38.869)
Train: [1][220/517]	BT 0.230 (0.372)	DT 0.029 (0.035)	loss 1.232 (1.359)	Acc@1 50.000 (39.261)
Train: [1][230/517]	BT 0.229 (0.366)	DT 0.028 (0.035)	loss 1.080 (1.354)	Acc@1 62.500 (39.620)
Train: [1][240/517]	BT 0.230 (0.360)	DT 0.028 (0.035)	loss 1.197 (1.355)	Acc@1 25.000 (39.010)
Train: [1][250/517]	BT 0.229 (0.355)	DT 0.029 (0.035)	loss 1.202 (1.350)	Acc@1 62.500 (39.600)
Train: [1][260/517]	BT 0.228 (0.350)	DT 0.028 (0.034)	loss 1.136 (1.353)	Acc@1 50.000 (40.096)
Train: [1][270/517]	BT 0.231 (0.346)	DT 0.029 (0.034)	loss 1.559 (1.345)	Acc@1 50.000 (41.296)
Train: [1][280/517]	BT 0.234 (0.341)	DT 0.031 (0.034)	loss 1.277 (1.345)	Acc@1 62.500 (41.786)
Train: [1][290/517]	BT 0.229 (0.338)	DT 0.028 (0.034)	loss 1.481 (1.345)	Acc@1 37.500 (41.940)
Train: [1][300/517]	BT 0.230 (0.334)	DT 0.028 (0.034)	loss 1.445 (1.346)	Acc@1 37.500 (41.875)
Train: [1][310/517]	BT 0.230 (0.331)	DT 0.028 (0.033)	loss 1.095 (1.341)	Acc@1 62.500 (42.621)
Train: [1][320/517]	BT 0.231 (0.328)	DT 0.029 (0.033)	loss 1.417 (1.342)	Acc@1 50.000 (42.461)
Train: [1][330/517]	BT 0.229 (0.325)	DT 0.028 (0.033)	loss 1.370 (1.338)	Acc@1 87.500 (43.030)
Train: [1][340/517]	BT 0.233 (0.322)	DT 0.030 (0.033)	loss 1.119 (1.338)	Acc@1 62.500 (43.346)
Train: [1][350/517]	BT 0.236 (0.319)	DT 0.035 (0.033)	loss 1.244 (1.339)	Acc@1 75.000 (43.500)
Train: [1][360/517]	BT 0.230 (0.317)	DT 0.028 (0.033)	loss 1.652 (1.337)	Acc@1 25.000 (43.785)
Train: [1][370/517]	BT 0.230 (0.314)	DT 0.028 (0.033)	loss 1.437 (1.336)	Acc@1 62.500 (44.122)
Train: [1][380/517]	BT 0.230 (0.312)	DT 0.028 (0.032)	loss 1.327 (1.335)	Acc@1 50.000 (44.342)
Train: [1][390/517]	BT 0.230 (0.310)	DT 0.028 (0.032)	loss 1.182 (1.337)	Acc@1 87.500 (44.487)
Train: [1][400/517]	BT 0.231 (0.308)	DT 0.029 (0.032)	loss 1.584 (1.335)	Acc@1 37.500 (44.656)
Train: [1][410/517]	BT 0.231 (0.306)	DT 0.028 (0.032)	loss 1.427 (1.334)	Acc@1 50.000 (44.573)
Train: [1][420/517]	BT 0.235 (0.305)	DT 0.032 (0.032)	loss 1.409 (1.333)	Acc@1 37.500 (44.673)
Train: [1][430/517]	BT 0.231 (0.303)	DT 0.029 (0.032)	loss 1.309 (1.330)	Acc@1 50.000 (44.767)
Train: [1][440/517]	BT 0.230 (0.301)	DT 0.028 (0.032)	loss 1.241 (1.327)	Acc@1 37.500 (44.744)
Train: [1][450/517]	BT 0.231 (0.300)	DT 0.029 (0.032)	loss 1.219 (1.324)	Acc@1 62.500 (44.889)
Train: [1][460/517]	BT 0.230 (0.298)	DT 0.028 (0.032)	loss 1.161 (1.323)	Acc@1 62.500 (45.109)
Train: [1][470/517]	BT 0.230 (0.297)	DT 0.028 (0.032)	loss 1.400 (1.322)	Acc@1 50.000 (45.160)
Train: [1][480/517]	BT 0.231 (0.295)	DT 0.029 (0.032)	loss 1.347 (1.322)	Acc@1 50.000 (45.313)
Train: [1][490/517]	BT 0.232 (0.294)	DT 0.029 (0.032)	loss 1.470 (1.323)	Acc@1 50.000 (45.510)
Train: [1][500/517]	BT 0.231 (0.293)	DT 0.028 (0.032)	loss 1.091 (1.320)	Acc@1 75.000 (45.775)
Train: [1][510/517]	BT 0.230 (0.292)	DT 0.028 (0.032)	loss 1.277 (1.318)	Acc@1 50.000 (45.882)
Train epoch 1, total time 150.52, accuracy:45.96
 * S_p: 39.08, S_e: 42.48, Score: 40.78 (Best S_p: 39.08, S_e: 42.48, Score: 40.78)
 * Acc@1 40.53
Best ckpt is modified with Score = 40.78 when Epoch = 1
==> Saving...
Train: [2][10/517]	BT 0.231 (0.452)	DT 0.028 (0.113)	loss 1.254 (1.205)	Acc@1 87.500 (56.250)
Train: [2][20/517]	BT 0.231 (0.342)	DT 0.029 (0.071)	loss 1.057 (1.234)	Acc@1 50.000 (53.125)
Train: [2][30/517]	BT 0.230 (0.305)	DT 0.028 (0.057)	loss 0.966 (1.244)	Acc@1 62.500 (50.833)
Train: [2][40/517]	BT 0.231 (0.286)	DT 0.029 (0.050)	loss 0.860 (1.242)	Acc@1 50.000 (50.000)
Train: [2][50/517]	BT 0.230 (0.275)	DT 0.028 (0.046)	loss 0.903 (1.252)	Acc@1 50.000 (48.000)
Train: [2][60/517]	BT 0.230 (0.268)	DT 0.028 (0.043)	loss 1.174 (1.261)	Acc@1 25.000 (46.458)
Train: [2][70/517]	BT 0.236 (0.263)	DT 0.028 (0.041)	loss 0.929 (1.251)	Acc@1 87.500 (47.679)
Train: [2][80/517]	BT 0.231 (0.259)	DT 0.028 (0.039)	loss 1.204 (1.247)	Acc@1 62.500 (48.750)
Train: [2][90/517]	BT 0.231 (0.256)	DT 0.028 (0.038)	loss 1.535 (1.246)	Acc@1 25.000 (47.361)
Train: [2][100/517]	BT 0.233 (0.254)	DT 0.029 (0.037)	loss 1.074 (1.240)	Acc@1 50.000 (47.625)
Train: [2][110/517]	BT 0.232 (0.252)	DT 0.029 (0.036)	loss 1.317 (1.246)	Acc@1 37.500 (47.273)
Train: [2][120/517]	BT 0.233 (0.250)	DT 0.029 (0.036)	loss 1.380 (1.241)	Acc@1 37.500 (48.125)
Train: [2][130/517]	BT 0.232 (0.248)	DT 0.028 (0.035)	loss 1.121 (1.233)	Acc@1 50.000 (48.077)
Train: [2][140/517]	BT 0.231 (0.247)	DT 0.028 (0.035)	loss 1.369 (1.228)	Acc@1 12.500 (48.661)
Train: [2][150/517]	BT 0.233 (0.246)	DT 0.029 (0.034)	loss 0.905 (1.237)	Acc@1 75.000 (48.500)
Train: [2][160/517]	BT 0.231 (0.245)	DT 0.028 (0.034)	loss 1.270 (1.243)	Acc@1 50.000 (48.203)
Train: [2][170/517]	BT 0.232 (0.245)	DT 0.028 (0.034)	loss 1.086 (1.241)	Acc@1 75.000 (48.603)
Train: [2][180/517]	BT 0.232 (0.244)	DT 0.029 (0.033)	loss 1.214 (1.247)	Acc@1 37.500 (48.611)
Train: [2][190/517]	BT 0.233 (0.243)	DT 0.029 (0.033)	loss 1.114 (1.243)	Acc@1 50.000 (49.079)
Train: [2][200/517]	BT 0.232 (0.243)	DT 0.028 (0.033)	loss 1.636 (1.248)	Acc@1 37.500 (48.688)
Train: [2][210/517]	BT 0.231 (0.242)	DT 0.028 (0.033)	loss 0.947 (1.242)	Acc@1 100.000 (48.988)
Train: [2][220/517]	BT 0.231 (0.242)	DT 0.028 (0.033)	loss 1.147 (1.238)	Acc@1 50.000 (49.148)
Train: [2][230/517]	BT 0.232 (0.241)	DT 0.028 (0.032)	loss 1.264 (1.239)	Acc@1 50.000 (48.587)
Train: [2][240/517]	BT 0.233 (0.241)	DT 0.028 (0.032)	loss 1.367 (1.239)	Acc@1 50.000 (48.385)
Train: [2][250/517]	BT 0.232 (0.241)	DT 0.028 (0.032)	loss 1.171 (1.244)	Acc@1 62.500 (48.500)
Train: [2][260/517]	BT 0.233 (0.240)	DT 0.029 (0.032)	loss 1.164 (1.241)	Acc@1 62.500 (48.462)
Train: [2][270/517]	BT 0.237 (0.240)	DT 0.033 (0.032)	loss 1.041 (1.240)	Acc@1 75.000 (48.611)
Train: [2][280/517]	BT 0.231 (0.240)	DT 0.028 (0.032)	loss 1.322 (1.239)	Acc@1 50.000 (48.750)
Train: [2][290/517]	BT 0.231 (0.240)	DT 0.028 (0.032)	loss 0.985 (1.238)	Acc@1 50.000 (48.750)
Train: [2][300/517]	BT 0.232 (0.239)	DT 0.029 (0.032)	loss 1.291 (1.238)	Acc@1 50.000 (48.792)
Train: [2][310/517]	BT 0.232 (0.239)	DT 0.029 (0.032)	loss 1.483 (1.230)	Acc@1 62.500 (49.677)
Train: [2][320/517]	BT 0.232 (0.239)	DT 0.029 (0.031)	loss 0.786 (1.225)	Acc@1 87.500 (50.039)
Train: [2][330/517]	BT 0.232 (0.239)	DT 0.029 (0.031)	loss 0.953 (1.225)	Acc@1 50.000 (50.038)
Train: [2][340/517]	BT 0.231 (0.238)	DT 0.028 (0.031)	loss 1.096 (1.224)	Acc@1 37.500 (49.926)
Train: [2][350/517]	BT 0.231 (0.238)	DT 0.028 (0.031)	loss 1.324 (1.224)	Acc@1 25.000 (49.786)
Train: [2][360/517]	BT 0.232 (0.238)	DT 0.028 (0.031)	loss 1.212 (1.222)	Acc@1 75.000 (49.861)
Train: [2][370/517]	BT 0.231 (0.238)	DT 0.028 (0.031)	loss 0.801 (1.222)	Acc@1 87.500 (49.932)
Train: [2][380/517]	BT 0.231 (0.238)	DT 0.028 (0.031)	loss 1.213 (1.219)	Acc@1 62.500 (50.033)
Train: [2][390/517]	BT 0.230 (0.238)	DT 0.028 (0.031)	loss 1.770 (1.222)	Acc@1 37.500 (50.064)
Train: [2][400/517]	BT 0.233 (0.237)	DT 0.028 (0.031)	loss 1.044 (1.221)	Acc@1 25.000 (50.281)
Train: [2][410/517]	BT 0.231 (0.237)	DT 0.028 (0.031)	loss 1.442 (1.224)	Acc@1 75.000 (50.183)
Train: [2][420/517]	BT 0.230 (0.237)	DT 0.028 (0.031)	loss 1.391 (1.222)	Acc@1 25.000 (50.268)
Train: [2][430/517]	BT 0.232 (0.237)	DT 0.030 (0.031)	loss 1.164 (1.219)	Acc@1 75.000 (50.494)
Train: [2][440/517]	BT 0.232 (0.237)	DT 0.029 (0.031)	loss 1.148 (1.220)	Acc@1 50.000 (50.653)
Train: [2][450/517]	BT 0.231 (0.237)	DT 0.028 (0.031)	loss 1.321 (1.216)	Acc@1 25.000 (50.778)
Train: [2][460/517]	BT 0.232 (0.237)	DT 0.028 (0.031)	loss 0.930 (1.212)	Acc@1 62.500 (51.114)
Train: [2][470/517]	BT 0.231 (0.237)	DT 0.028 (0.031)	loss 1.279 (1.209)	Acc@1 25.000 (51.170)
Train: [2][480/517]	BT 0.231 (0.237)	DT 0.028 (0.031)	loss 1.906 (1.210)	Acc@1 37.500 (51.250)
Train: [2][490/517]	BT 0.232 (0.236)	DT 0.028 (0.030)	loss 1.679 (1.211)	Acc@1 50.000 (51.224)
Train: [2][500/517]	BT 0.233 (0.236)	DT 0.029 (0.030)	loss 0.822 (1.209)	Acc@1 75.000 (51.400)
Train: [2][510/517]	BT 0.231 (0.236)	DT 0.028 (0.030)	loss 1.959 (1.209)	Acc@1 0.000 (51.275)
Train epoch 2, total time 122.30, accuracy:51.31
 * S_p: 29.13, S_e: 41.29, Score: 35.21 (Best S_p: 39.08, S_e: 42.48, Score: 40.78)
 * Acc@1 34.33
Train: [3][10/517]	BT 0.233 (0.322)	DT 0.029 (0.117)	loss 0.960 (1.152)	Acc@1 62.500 (55.000)
Train: [3][20/517]	BT 0.231 (0.277)	DT 0.028 (0.073)	loss 1.194 (1.194)	Acc@1 25.000 (50.000)
Train: [3][30/517]	BT 0.233 (0.262)	DT 0.029 (0.058)	loss 0.758 (1.154)	Acc@1 75.000 (54.167)
Train: [3][40/517]	BT 0.232 (0.255)	DT 0.028 (0.051)	loss 0.650 (1.149)	Acc@1 87.500 (55.625)
Train: [3][50/517]	BT 0.233 (0.250)	DT 0.028 (0.046)	loss 1.449 (1.181)	Acc@1 50.000 (54.250)
Train: [3][60/517]	BT 0.232 (0.247)	DT 0.029 (0.043)	loss 1.306 (1.184)	Acc@1 50.000 (53.958)
Train: [3][70/517]	BT 0.232 (0.245)	DT 0.028 (0.041)	loss 0.718 (1.188)	Acc@1 75.000 (53.750)
Train: [3][80/517]	BT 0.232 (0.244)	DT 0.028 (0.040)	loss 1.499 (1.173)	Acc@1 50.000 (55.312)
Train: [3][90/517]	BT 0.233 (0.242)	DT 0.029 (0.038)	loss 0.857 (1.167)	Acc@1 75.000 (55.139)
Train: [3][100/517]	BT 0.232 (0.241)	DT 0.028 (0.037)	loss 1.258 (1.161)	Acc@1 25.000 (55.375)
Train: [3][110/517]	BT 0.235 (0.241)	DT 0.028 (0.037)	loss 1.150 (1.163)	Acc@1 62.500 (55.455)
Train: [3][120/517]	BT 0.231 (0.240)	DT 0.028 (0.036)	loss 1.047 (1.169)	Acc@1 62.500 (55.417)
Train: [3][130/517]	BT 0.232 (0.239)	DT 0.029 (0.035)	loss 1.373 (1.159)	Acc@1 75.000 (55.288)
Train: [3][140/517]	BT 0.236 (0.239)	DT 0.033 (0.035)	loss 0.874 (1.159)	Acc@1 87.500 (55.089)
Train: [3][150/517]	BT 0.232 (0.238)	DT 0.029 (0.035)	loss 1.714 (1.161)	Acc@1 50.000 (54.417)
Train: [3][160/517]	BT 0.232 (0.238)	DT 0.028 (0.034)	loss 1.051 (1.157)	Acc@1 75.000 (54.375)
Train: [3][170/517]	BT 0.237 (0.238)	DT 0.034 (0.034)	loss 1.147 (1.158)	Acc@1 37.500 (53.971)
Train: [3][180/517]	BT 0.232 (0.238)	DT 0.028 (0.034)	loss 1.050 (1.153)	Acc@1 50.000 (53.958)
Train: [3][190/517]	BT 0.231 (0.237)	DT 0.028 (0.033)	loss 2.096 (1.148)	Acc@1 37.500 (54.474)
Train: [3][200/517]	BT 0.231 (0.237)	DT 0.028 (0.033)	loss 1.548 (1.151)	Acc@1 50.000 (54.062)
Train: [3][210/517]	BT 0.232 (0.237)	DT 0.028 (0.033)	loss 1.142 (1.152)	Acc@1 50.000 (54.167)
Train: [3][220/517]	BT 0.231 (0.236)	DT 0.028 (0.033)	loss 0.953 (1.158)	Acc@1 62.500 (53.352)
Train: [3][230/517]	BT 0.231 (0.236)	DT 0.028 (0.033)	loss 1.078 (1.162)	Acc@1 62.500 (53.152)
Train: [3][240/517]	BT 0.232 (0.236)	DT 0.029 (0.032)	loss 0.787 (1.157)	Acc@1 62.500 (53.177)
Train: [3][250/517]	BT 0.231 (0.236)	DT 0.028 (0.032)	loss 0.455 (1.152)	Acc@1 100.000 (53.900)
Train: [3][260/517]	BT 0.231 (0.236)	DT 0.028 (0.032)	loss 0.980 (1.154)	Acc@1 50.000 (53.558)
Train: [3][270/517]	BT 0.232 (0.236)	DT 0.028 (0.032)	loss 1.585 (1.155)	Acc@1 12.500 (53.333)
Train: [3][280/517]	BT 0.231 (0.235)	DT 0.028 (0.032)	loss 0.904 (1.151)	Acc@1 62.500 (53.438)
Train: [3][290/517]	BT 0.232 (0.235)	DT 0.029 (0.032)	loss 1.021 (1.147)	Acc@1 50.000 (53.664)
Train: [3][300/517]	BT 0.237 (0.235)	DT 0.034 (0.032)	loss 0.696 (1.147)	Acc@1 37.500 (53.708)
Train: [3][310/517]	BT 0.231 (0.235)	DT 0.028 (0.032)	loss 0.919 (1.148)	Acc@1 75.000 (53.831)
Train: [3][320/517]	BT 0.231 (0.235)	DT 0.028 (0.031)	loss 1.311 (1.149)	Acc@1 50.000 (53.945)
Train: [3][330/517]	BT 0.231 (0.235)	DT 0.028 (0.031)	loss 1.182 (1.149)	Acc@1 75.000 (53.939)
Train: [3][340/517]	BT 0.231 (0.235)	DT 0.028 (0.031)	loss 1.419 (1.145)	Acc@1 25.000 (54.007)
Train: [3][350/517]	BT 0.231 (0.235)	DT 0.028 (0.031)	loss 0.910 (1.148)	Acc@1 62.500 (54.071)
Train: [3][360/517]	BT 0.231 (0.235)	DT 0.028 (0.031)	loss 0.841 (1.144)	Acc@1 50.000 (54.201)
Train: [3][370/517]	BT 0.236 (0.235)	DT 0.030 (0.031)	loss 1.152 (1.150)	Acc@1 50.000 (54.020)
Train: [3][380/517]	BT 0.243 (0.235)	DT 0.034 (0.031)	loss 1.310 (1.150)	Acc@1 37.500 (53.783)
Train: [3][390/517]	BT 0.233 (0.235)	DT 0.029 (0.031)	loss 0.951 (1.152)	Acc@1 62.500 (53.622)
Train: [3][400/517]	BT 0.233 (0.235)	DT 0.029 (0.031)	loss 0.913 (1.152)	Acc@1 62.500 (53.656)
Train: [3][410/517]	BT 0.233 (0.235)	DT 0.029 (0.031)	loss 1.066 (1.153)	Acc@1 50.000 (53.537)
Train: [3][420/517]	BT 0.233 (0.235)	DT 0.028 (0.031)	loss 1.142 (1.151)	Acc@1 75.000 (53.780)
Train: [3][430/517]	BT 0.233 (0.235)	DT 0.029 (0.031)	loss 1.865 (1.147)	Acc@1 37.500 (53.983)
Train: [3][440/517]	BT 0.233 (0.235)	DT 0.029 (0.031)	loss 1.058 (1.147)	Acc@1 50.000 (53.835)
Train: [3][450/517]	BT 0.232 (0.235)	DT 0.029 (0.031)	loss 1.471 (1.147)	Acc@1 25.000 (53.722)
Train: [3][460/517]	BT 0.237 (0.234)	DT 0.033 (0.031)	loss 0.756 (1.146)	Acc@1 75.000 (53.696)
Train: [3][470/517]	BT 0.233 (0.234)	DT 0.029 (0.031)	loss 1.323 (1.143)	Acc@1 62.500 (53.883)
Train: [3][480/517]	BT 0.232 (0.234)	DT 0.029 (0.031)	loss 1.599 (1.144)	Acc@1 37.500 (53.880)
Train: [3][490/517]	BT 0.232 (0.234)	DT 0.029 (0.031)	loss 0.893 (1.140)	Acc@1 50.000 (53.929)
Train: [3][500/517]	BT 0.232 (0.234)	DT 0.028 (0.031)	loss 0.884 (1.136)	Acc@1 62.500 (54.125)
Train: [3][510/517]	BT 0.231 (0.234)	DT 0.028 (0.031)	loss 0.888 (1.134)	Acc@1 50.000 (54.069)
Train epoch 3, total time 121.35, accuracy:54.04
 * S_p: 31.10, S_e: 47.83, Score: 39.46 (Best S_p: 39.08, S_e: 42.48, Score: 40.78)
 * Acc@1 38.24
Train: [4][10/517]	BT 0.233 (0.317)	DT 0.029 (0.113)	loss 1.114 (1.103)	Acc@1 62.500 (55.000)
Train: [4][20/517]	BT 0.232 (0.275)	DT 0.028 (0.071)	loss 0.698 (0.994)	Acc@1 87.500 (62.500)
Train: [4][30/517]	BT 0.232 (0.261)	DT 0.028 (0.057)	loss 1.219 (1.019)	Acc@1 37.500 (61.250)
Train: [4][40/517]	BT 0.231 (0.254)	DT 0.028 (0.050)	loss 0.997 (1.033)	Acc@1 62.500 (60.938)
Train: [4][50/517]	BT 0.233 (0.250)	DT 0.029 (0.046)	loss 1.086 (1.074)	Acc@1 75.000 (58.000)
Train: [4][60/517]	BT 0.238 (0.247)	DT 0.035 (0.043)	loss 1.195 (1.071)	Acc@1 37.500 (57.083)
Train: [4][70/517]	BT 0.233 (0.245)	DT 0.029 (0.041)	loss 0.838 (1.080)	Acc@1 62.500 (58.036)
Train: [4][80/517]	BT 0.233 (0.244)	DT 0.028 (0.039)	loss 1.143 (1.066)	Acc@1 37.500 (58.594)
Train: [4][90/517]	BT 0.233 (0.242)	DT 0.029 (0.038)	loss 1.333 (1.080)	Acc@1 37.500 (58.056)
Train: [4][100/517]	BT 0.232 (0.241)	DT 0.028 (0.037)	loss 0.662 (1.073)	Acc@1 87.500 (58.375)
Train: [4][110/517]	BT 0.232 (0.241)	DT 0.028 (0.036)	loss 0.846 (1.087)	Acc@1 87.500 (57.727)
Train: [4][120/517]	BT 0.234 (0.240)	DT 0.031 (0.036)	loss 1.273 (1.090)	Acc@1 25.000 (57.292)
Train: [4][130/517]	BT 0.232 (0.239)	DT 0.028 (0.035)	loss 1.457 (1.086)	Acc@1 37.500 (57.788)
Train: [4][140/517]	BT 0.232 (0.239)	DT 0.028 (0.035)	loss 0.886 (1.094)	Acc@1 50.000 (57.321)
Train: [4][150/517]	BT 0.231 (0.238)	DT 0.028 (0.034)	loss 1.354 (1.091)	Acc@1 62.500 (57.333)
Train: [4][160/517]	BT 0.232 (0.238)	DT 0.029 (0.034)	loss 1.462 (1.088)	Acc@1 50.000 (57.422)
Train: [4][170/517]	BT 0.232 (0.238)	DT 0.028 (0.034)	loss 0.824 (1.079)	Acc@1 75.000 (58.088)
Train: [4][180/517]	BT 0.232 (0.237)	DT 0.028 (0.033)	loss 0.612 (1.076)	Acc@1 62.500 (58.403)
Train: [4][190/517]	BT 0.232 (0.237)	DT 0.028 (0.033)	loss 0.849 (1.077)	Acc@1 50.000 (58.026)
Train: [4][200/517]	BT 0.233 (0.237)	DT 0.029 (0.033)	loss 1.221 (1.079)	Acc@1 37.500 (58.062)
Train: [4][210/517]	BT 0.233 (0.237)	DT 0.029 (0.033)	loss 1.357 (1.082)	Acc@1 37.500 (57.976)
Train: [4][220/517]	BT 0.232 (0.237)	DT 0.028 (0.033)	loss 1.355 (1.085)	Acc@1 25.000 (57.557)
Train: [4][230/517]	BT 0.232 (0.237)	DT 0.028 (0.033)	loss 1.212 (1.086)	Acc@1 37.500 (57.065)
Train: [4][240/517]	BT 0.232 (0.237)	DT 0.028 (0.033)	loss 1.262 (1.089)	Acc@1 37.500 (56.615)
Train: [4][250/517]	BT 0.232 (0.236)	DT 0.029 (0.033)	loss 1.129 (1.088)	Acc@1 50.000 (56.450)
Train: [4][260/517]	BT 0.232 (0.236)	DT 0.028 (0.032)	loss 1.061 (1.087)	Acc@1 62.500 (56.250)
Train: [4][270/517]	BT 0.231 (0.236)	DT 0.028 (0.032)	loss 0.896 (1.087)	Acc@1 62.500 (56.250)
Train: [4][280/517]	BT 0.231 (0.236)	DT 0.028 (0.032)	loss 0.801 (1.086)	Acc@1 62.500 (56.250)
Train: [4][290/517]	BT 0.232 (0.236)	DT 0.028 (0.032)	loss 1.220 (1.086)	Acc@1 50.000 (56.164)
Train: [4][300/517]	BT 0.232 (0.236)	DT 0.029 (0.032)	loss 0.849 (1.085)	Acc@1 75.000 (56.333)
Train: [4][310/517]	BT 0.231 (0.236)	DT 0.028 (0.032)	loss 1.714 (1.086)	Acc@1 25.000 (56.371)
Train: [4][320/517]	BT 0.231 (0.236)	DT 0.028 (0.032)	loss 0.837 (1.087)	Acc@1 75.000 (56.406)
Train: [4][330/517]	BT 0.232 (0.235)	DT 0.029 (0.032)	loss 0.663 (1.086)	Acc@1 75.000 (56.515)
Train: [4][340/517]	BT 0.231 (0.235)	DT 0.028 (0.032)	loss 1.298 (1.085)	Acc@1 37.500 (56.324)
Train: [4][350/517]	BT 0.231 (0.235)	DT 0.028 (0.031)	loss 1.247 (1.086)	Acc@1 37.500 (56.143)
Train: [4][360/517]	BT 0.232 (0.235)	DT 0.029 (0.031)	loss 0.753 (1.087)	Acc@1 62.500 (55.938)
Train: [4][370/517]	BT 0.232 (0.235)	DT 0.029 (0.031)	loss 0.969 (1.083)	Acc@1 62.500 (56.081)
Train: [4][380/517]	BT 0.231 (0.235)	DT 0.028 (0.031)	loss 1.359 (1.080)	Acc@1 37.500 (56.217)
