********************
Train and test 60-40% split with test_fold official
File number in train dataset: 539
********************
Extracting individual breathing cycles..
[Preprocessed train dataset information]
total number of audio data: 4142
Class 0 (normal) : 2063 (49.8%)
Class 1 (crackle): 1215 (29.3%)
Class 2 (wheeze) : 501  (12.1%)
Class 3 (both)   : 363  (8.8%)
********************
Train and test 60-40% split with test_fold official
File number in test dataset: 381
********************
Extracting individual breathing cycles..
[Preprocessed test dataset information]
total number of audio data: 2756
Class 0 (normal) : 1579 (57.3%)
Class 1 (crackle): 649  (23.5%)
Class 2 (wheeze) : 385  (14.0%)
Class 3 (both)   : 143  (5.2%)

 Loaded SSAST-Custom-230918.pth successfully.
now load a SSL pretrained models from Custom
pretraining patch split stride: frequency=16, time=16
pretraining patch shape: frequency=16, time=16
pretraining patch array dimension: frequency=8, time=64
pretraining number of patches=512
fine-tuning patch split stride: frequncey=10, time=10
fine-tuning number of patches=948
********************
Training for 50 epochs on icbhi dataset
Train: [1][10/517]	BT 0.227 (3.095)	DT 0.028 (0.501)	loss 1.296 (1.442)	Acc@1 25.000 (25.000)
Train: [3][310/517]	BT 0.230 (0.240)	DT 0.027 (0.037)	loss 0.802 (1.134)	Acc@1 75.000 (54.718)
Train: [3][320/517]	BT 0.232 (0.240)	DT 0.028 (0.036)	loss 1.312 (1.136)	Acc@1 37.500 (54.570)
Train: [3][330/517]	BT 0.230 (0.239)	DT 0.027 (0.036)	loss 1.344 (1.139)	Acc@1 62.500 (54.318)
Train: [3][340/517]	BT 0.231 (0.239)	DT 0.028 (0.036)	loss 1.229 (1.139)	Acc@1 50.000 (54.449)
Train: [3][350/517]	BT 0.236 (0.239)	DT 0.032 (0.036)	loss 0.859 (1.141)	Acc@1 25.000 (54.357)
Train: [3][360/517]	BT 0.232 (0.239)	DT 0.028 (0.035)	loss 1.041 (1.137)	Acc@1 50.000 (54.479)
Train: [3][370/517]	BT 0.232 (0.239)	DT 0.028 (0.035)	loss 1.001 (1.135)	Acc@1 75.000 (54.628)
Train: [3][380/517]	BT 0.230 (0.238)	DT 0.027 (0.035)	loss 1.461 (1.136)	Acc@1 50.000 (54.803)
Train: [3][390/517]	BT 0.231 (0.238)	DT 0.028 (0.035)	loss 1.156 (1.136)	Acc@1 25.000 (54.744)
Train: [3][400/517]	BT 0.232 (0.238)	DT 0.028 (0.035)	loss 0.889 (1.137)	Acc@1 37.500 (54.562)
Train: [3][410/517]	BT 0.230 (0.238)	DT 0.028 (0.034)	loss 1.111 (1.138)	Acc@1 87.500 (54.482)
Train: [3][420/517]	BT 0.233 (0.238)	DT 0.029 (0.034)	loss 0.904 (1.139)	Acc@1 37.500 (54.435)
Train: [3][430/517]	BT 0.232 (0.238)	DT 0.028 (0.034)	loss 0.967 (1.139)	Acc@1 100.000 (54.360)
Train: [3][440/517]	BT 0.232 (0.237)	DT 0.028 (0.034)	loss 1.259 (1.139)	Acc@1 50.000 (54.460)
Train: [3][450/517]	BT 0.231 (0.237)	DT 0.028 (0.034)	loss 1.244 (1.138)	Acc@1 50.000 (54.222)
Train: [3][460/517]	BT 0.231 (0.237)	DT 0.028 (0.034)	loss 1.193 (1.138)	Acc@1 37.500 (54.321)
Train: [3][470/517]	BT 0.232 (0.237)	DT 0.028 (0.034)	loss 0.956 (1.135)	Acc@1 62.500 (54.521)
Train: [3][480/517]	BT 0.237 (0.237)	DT 0.033 (0.034)	loss 0.757 (1.134)	Acc@1 100.000 (54.714)
Train: [3][490/517]	BT 0.231 (0.237)	DT 0.027 (0.034)	loss 1.358 (1.130)	Acc@1 50.000 (54.821)
Train: [3][500/517]	BT 0.232 (0.237)	DT 0.028 (0.034)	loss 0.884 (1.131)	Acc@1 75.000 (54.925)
Train: [3][510/517]	BT 0.231 (0.237)	DT 0.027 (0.034)	loss 0.519 (1.132)	Acc@1 87.500 (54.951)
Train epoch 3, total time 122.79, accuracy:55.00
 * S_p: 34.58, S_e: 41.63, Score: 38.11 (Best S_p: 46.17, S_e: 36.11, Score: 41.14)
 * Acc@1 37.59
Train: [4][10/517]	BT 0.232 (0.496)	DT 0.028 (0.291)	loss 1.071 (1.124)	Acc@1 50.000 (57.500)
Train: [4][20/517]	BT 0.231 (0.363)	DT 0.028 (0.160)	loss 1.104 (1.076)	Acc@1 62.500 (58.750)
Train: [4][30/517]	BT 0.231 (0.320)	DT 0.028 (0.116)	loss 0.832 (1.090)	Acc@1 75.000 (57.917)
Train: [4][40/517]	BT 0.230 (0.297)	DT 0.027 (0.094)	loss 1.149 (1.106)	Acc@1 50.000 (57.188)
Train: [4][50/517]	BT 0.232 (0.284)	DT 0.029 (0.081)	loss 1.062 (1.087)	Acc@1 50.000 (56.750)
Train: [4][60/517]	BT 0.232 (0.275)	DT 0.028 (0.072)	loss 0.892 (1.091)	Acc@1 87.500 (56.875)
Train: [4][70/517]	BT 0.230 (0.269)	DT 0.028 (0.066)	loss 1.382 (1.092)	Acc@1 62.500 (57.143)
Train: [4][80/517]	BT 0.231 (0.264)	DT 0.028 (0.061)	loss 1.177 (1.102)	Acc@1 62.500 (56.875)
Train: [4][90/517]	BT 0.232 (0.261)	DT 0.028 (0.057)	loss 0.899 (1.091)	Acc@1 50.000 (57.361)
Train: [4][100/517]	BT 0.233 (0.258)	DT 0.029 (0.054)	loss 1.501 (1.096)	Acc@1 37.500 (56.625)
Train: [4][110/517]	BT 0.235 (0.256)	DT 0.031 (0.052)	loss 0.954 (1.088)	Acc@1 62.500 (56.705)
Train: [4][120/517]	BT 0.230 (0.254)	DT 0.027 (0.050)	loss 1.247 (1.084)	Acc@1 37.500 (56.771)
Train: [4][130/517]	BT 0.231 (0.252)	DT 0.028 (0.048)	loss 0.718 (1.081)	Acc@1 75.000 (56.635)
Train: [4][140/517]	BT 0.231 (0.250)	DT 0.028 (0.047)	loss 1.375 (1.076)	Acc@1 25.000 (56.607)
Train: [4][150/517]	BT 0.231 (0.249)	DT 0.028 (0.046)	loss 0.974 (1.075)	Acc@1 50.000 (56.417)
Train: [4][160/517]	BT 0.236 (0.248)	DT 0.033 (0.045)	loss 0.853 (1.069)	Acc@1 62.500 (56.094)
Train: [4][170/517]	BT 0.232 (0.247)	DT 0.028 (0.044)	loss 0.949 (1.061)	Acc@1 75.000 (56.397)
Train: [4][180/517]	BT 0.234 (0.246)	DT 0.031 (0.043)	loss 0.799 (1.068)	Acc@1 62.500 (55.694)
Train: [4][190/517]	BT 0.231 (0.246)	DT 0.028 (0.042)	loss 1.179 (1.080)	Acc@1 37.500 (55.066)
Train: [4][200/517]	BT 0.231 (0.245)	DT 0.027 (0.041)	loss 0.654 (1.079)	Acc@1 62.500 (55.188)
Train: [4][210/517]	BT 0.231 (0.244)	DT 0.028 (0.041)	loss 2.002 (1.080)	Acc@1 25.000 (55.119)
Train: [4][220/517]	BT 0.231 (0.244)	DT 0.028 (0.040)	loss 0.756 (1.078)	Acc@1 50.000 (54.943)
Train: [4][230/517]	BT 0.232 (0.243)	DT 0.028 (0.040)	loss 1.032 (1.077)	Acc@1 50.000 (55.054)
Train: [4][240/517]	BT 0.231 (0.243)	DT 0.027 (0.039)	loss 0.700 (1.081)	Acc@1 75.000 (55.260)
Train: [4][250/517]	BT 0.230 (0.242)	DT 0.027 (0.039)	loss 1.154 (1.076)	Acc@1 37.500 (55.700)
Train: [4][260/517]	BT 0.230 (0.242)	DT 0.028 (0.038)	loss 0.943 (1.076)	Acc@1 75.000 (55.385)
Train: [4][270/517]	BT 0.231 (0.241)	DT 0.028 (0.038)	loss 1.361 (1.078)	Acc@1 50.000 (55.370)
Train: [4][280/517]	BT 0.230 (0.241)	DT 0.027 (0.038)	loss 1.354 (1.076)	Acc@1 25.000 (55.223)
Train: [4][290/517]	BT 0.231 (0.241)	DT 0.027 (0.037)	loss 0.606 (1.078)	Acc@1 87.500 (55.129)
Train: [4][300/517]	BT 0.231 (0.240)	DT 0.028 (0.037)	loss 0.950 (1.082)	Acc@1 50.000 (54.833)
Train: [4][310/517]	BT 0.230 (0.240)	DT 0.028 (0.037)	loss 1.304 (1.082)	Acc@1 62.500 (54.637)
Train: [4][320/517]	BT 0.229 (0.240)	DT 0.027 (0.036)	loss 1.324 (1.083)	Acc@1 62.500 (54.688)
Train: [4][330/517]	BT 0.229 (0.239)	DT 0.027 (0.036)	loss 1.710 (1.079)	Acc@1 62.500 (55.038)
Train: [4][340/517]	BT 0.231 (0.239)	DT 0.028 (0.036)	loss 1.112 (1.082)	Acc@1 50.000 (55.074)
Train: [4][350/517]	BT 0.230 (0.239)	DT 0.027 (0.036)	loss 1.176 (1.082)	Acc@1 37.500 (54.857)
Train: [4][360/517]	BT 0.230 (0.239)	DT 0.027 (0.035)	loss 0.904 (1.083)	Acc@1 62.500 (54.479)
Train: [4][370/517]	BT 0.231 (0.238)	DT 0.028 (0.035)	loss 0.516 (1.080)	Acc@1 87.500 (54.459)
Train: [4][380/517]	BT 0.230 (0.238)	DT 0.027 (0.035)	loss 0.640 (1.082)	Acc@1 75.000 (54.638)
